"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2008-11-01",,,,,"0.00","0.0","0.0",,"51","27"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2008-11-02",,,,,"0.00","0.0","0.0",,"38","24"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2008-11-03",,,,,"0.00","0.0","0.0",,"38","22"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2008-11-04",,,,,"0.00","0.0","0.0",,"45","30"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2008-11-05",,,,,"0.00","0.0","0.0",,"58","43"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2008-11-06",,,,,"0.00","0.0","0.0",,"67","35"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2008-11-07",,,,,"0.77","0.0","0.0",,"59","35"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2008-11-08",,,,,"0.25","0.0","0.0",,"54","47"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2008-11-09",,,,,"0.56","0.0","0.0",,"51","45"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2008-11-10",,,,,"0.30","0.0","0.0",,"45","36"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2008-11-11",,,,,"0.18","0.0","0.0",,"43","32"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2008-11-12",,,,,"0.00","0.0","0.0",,"36","30"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2008-11-13",,,,,"0.00","0.0","0.0",,"33","24"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2008-11-14",,,,,"0.24","0.0","0.0",,"41","26"
