"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1996-11-01",,,,,"0.00","0.0","0.0",,"45","30"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1996-11-02",,,,,"0.03","0.2","0.0",,"45","27"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1996-11-03",,,,,"0.02","0.3","0.0",,"37","23"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1996-11-04",,,,,"0.00","0.0","0.0",,"30","23"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1996-11-05",,,,,"0.00","0.0","0.0",,"43","24"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1996-11-06",,,,,"0.00","0.0","0.0",,"43","28"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1996-11-07",,,,,"0.00","0.0","0.0",,"44","32"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1996-11-08",,,,,"0.13","0.0","0.0",,"56","40"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1996-11-09",,,,,"0.19","0.0","0.0",,"61","55"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1996-11-10",,,,,"0.56","0.0","0.0",,"61","37"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1996-11-11",,,,,"0.02","0.0","0.0",,"51","29"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1996-11-12",,,,,"0.00","0.0","0.0",,"36","28"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1996-11-13",,,,,"0.00","0.0","0.0",,"34","21"
