"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-01",,,,,"0.00","0.0","6.0",,"-2","-12"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-02",,,,,"0.00","0.0","5.0",,"10","-8"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-03",,,,,"0.21","3.3","8.0",,"18","9"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-04",,,,,"0.06","1.4","9.0",,"23","13"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-05",,,,,"0.17","0.4","9.0",,"26","22"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-06",,,,,"0.65","0.5","8.0",,"34","23"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-07",,,,,"0.00","0.0","8.0",,"34","15"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-08",,,,,"0.00","0.0","8.0",,"17","3"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-09",,,,,"0.00","0.4","8.0",,"10","3"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-10",,,,,"0.36","5.0","13.0",,"19","7"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-11",,,,,"0.56","9.0","21.0",,"25","11"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-12",,,,,"0.00","0.0","19.0",,"26","6"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-13",,,,,"0.00","0.0","18.0",,"15","8"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-14",,,,,"0.00","0.0","17.0",,"22","13"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-15",,,,,"0.00","0.0","17.0",,"23","15"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-16",,,,,"0.00","0.0","16.0",,"29","12"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-17",,,,,"0.47","3.0","19.0",,"35","-11"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-18",,,,,"0.00","0.0","18.0",,"-7","-19"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-19",,,,,"0.00","0.0","18.0",,"-2","-26"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-20",,,,,"0.00","0.0","18.0",,"10","-24"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-21",,,,,"0.01","0.2","17.0",,"19","6"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-22",,,,,"0.01","0.2","17.0",,"17","-3"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-23",,,,,"0.00","0.0","16.0",,"45","15"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-24",,,,,"0.00","0.0","16.0",,"39","-17"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-25",,,,,"0.29","3.1","19.0",,"23","-17"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1997-01-26",,,,,"0.14","0.0","17.0",,"39","4"
