"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-01",,,,,"0.00","0.0",,,"30","-8"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-02",,,,,"0.86","10.0",,,"28","18"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-03",,,,,"0.00","0.0",,,"18","-10"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-04",,,,,"0.00","0.0",,,"22","-6"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-05",,,,,"0.72","2.0",,,"40","22"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-06",,,,,"0.00","0.0",,,"31","-4"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-07",,,,,"0.02","0.3",,,"24","-4"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-08",,,,,"0.00","0.0",,,"29","-6"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-09",,,,,"0.00","0.0",,,"0","-21"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-10",,,,,"0.00","0.0",,,"10","-21"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-11",,,,,"0.00","0.0",,,"-3","-23"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-12",,,,,"0.00","0.0",,,"5","-24"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-13",,,,,"0.00","0.0",,,"3","-15"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-14",,,,,"0.14","4.0",,,"9","-11"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-15",,,,,"0.10","2.0",,,"14","2"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-16",,,,,"0.01",,,,"18","-6"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-17",,,,,"0.06","1.0",,,"18","-11"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-18",,,,,"0.00","0.0",,,"-9","-22"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-19",,,,,"0.00","0.0",,,"-4","-20"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-20",,,,,"0.00","0.0",,,"4","-10"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-21",,,,,"0.00","0.0",,,"18","-20"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-22",,,,,"0.00","0.0",,,"4","-18"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-23",,,,,"0.00","0.0",,,"3","-25"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1982-01-24",,,,,"0.67","5.0",,,"18","-18"
