"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-01",,,,,"0.00","0.0","0.0",,"43","35"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-02",,,,,"0.00","0.0","0.0",,"44","35"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-03",,,,,"0.08","0.0","0.0",,"40","32"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-04",,,,,"0.00","0.0","0.0",,"39","32"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-05",,,,,"0.00","0.0","0.0",,"34","31"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-06",,,,,"0.00","0.0","0.0",,"35","33"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-07",,,,,"0.00","0.0","0.0",,"39","32"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-08",,,,,"0.00","0.0","0.0",,"37","32"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-09",,,,,"0.00","0.0","0.0",,"32","30"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-10",,,,,"0.00","0.0","0.0",,"36","30"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-11",,,,,"0.23","0.0","0.0",,"40","30"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-12",,,,,"0.16","0.0","0.0",,"48","35"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-13",,,,,"0.05","0.3","0.0",,"43","26"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-14",,,,,"0.00","0.0","0.0",,"33","24"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-15",,,,,"0.39","0.5","0.0",,"36","25"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-16",,,,,"0.13","0.1","0.0",,"43","21"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-17",,,,,"0.00","0.0","0.0",,"31","21"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-18",,,,,"0.00","0.0","0.0",,"31","13"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-19",,,,,"0.00","0.0","0.0",,"32","20"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-20",,,,,"0.31","1.5","2.0",,"31","20"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-21",,,,,"0.00","0.0","1.0",,"37","31"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-22",,,,,"0.00","0.0","1.0",,"38","25"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-23",,,,,"0.00","0.0","0.0",,"36","25"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-24",,,,,"0.00","0.0","0.0",,"51","35"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-25",,,,,"0.00","0.0","0.0",,"43","29"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-26",,,,,"0.00","0.0","0.0",,"37","22"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-27",,,,,"0.67","1.5","2.0",,"34","27"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-28",,,,,"0.00","0.0","1.0",,"33","30"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-29",,,,,"0.00","0.0","1.0",,"36","28"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-11-30",,,,,"0.00","0.0","1.0",,"32","20"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-01",,,,,"0.00","0.0","0.0",,"39","27"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-02",,,,,"0.00","0.0","0.0",,"48","33"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-03",,,,,"0.06","0.0","0.0",,"39","26"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-04",,,,,"0.12","0.5","0.0",,"42","26"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-05",,,,,"0.00","0.0","0.0",,"44","26"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-06",,,,,"0.24","0.0","0.0",,"44","25"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-07",,,,,"0.05","0.0","0.0",,"44","33"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-08",,,,,"0.00","0.0","0.0",,"56","19"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-09",,,,,"0.03","0.3","0.0",,"28","19"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-10",,,,,"0.00","0.0","0.0",,"32","19"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-11",,,,,"0.03","0.6","1.0",,"31","18"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-12",,,,,"0.00","0.0","1.0",,"32","23"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-13",,,,,"0.00","0.0","0.0",,"38","20"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-14",,,,,"0.00","0.0","0.0",,"36","19"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-15",,,,,"0.00","0.0","0.0",,"30","18"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-16",,,,,"0.00","0.0","0.0",,"45","23"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-17",,,,,"0.09","1.5","2.0",,"38","27"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-18",,,,,"0.35","5.0","6.0",,"29","19"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-19",,,,,"0.00","0.0","6.0",,"22","11"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-20",,,,,"0.05","0.7","6.0",,"34","14"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-21",,,,,"0.00","0.0","6.0",,"31","11"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","1998-12-22",,,,,"0.20","0.3","5.0",,"40","14"
