YEAR,MONTH,DAY,VALUE
1993,3,9,-0.073
1993,3,10,-0.197
1993,3,11,-0.108
1993,3,12,0.131
1993,3,13,0.472
1993,3,14,0.644
1993,3,15,1.067
1993,3,16,1.570
1993,3,17,1.620
1993,3,18,1.462
1993,3,19,1.416
1993,3,20,1.347
1993,3,21,1.243
1993,3,22,1.191
1993,3,23,0.928
1993,3,24,0.515
1993,3,25,0.563
1993,3,26,0.818
1993,3,27,0.716
1993,3,28,0.218
1993,3,29,-0.067
1993,3,30,-0.111
1993,3,31,0.008
1993,4,1,0.232
1993,4,2,0.352
1993,4,3,0.006
1993,4,4,-0.327
1993,4,5,-0.631
1993,4,6,-0.849
1993,4,7,-0.841
1993,4,8,-0.663
1993,4,9,-0.510
1993,4,10,-0.495
1993,4,11,-0.610
1993,4,12,-0.595
1993,4,13,-0.295
1993,4,14,0.028
1993,4,15,0.243
1993,4,16,0.525
1993,4,17,0.591
1993,4,18,0.523
1993,4,19,0.609
1993,4,20,1.193
1993,4,21,1.691
1993,4,22,1.657
1993,4,23,1.411
1993,4,24,1.302
1993,4,25,1.784
1993,4,26,1.938
1993,4,27,1.957
1993,4,28,2.118
1993,4,29,2.053
1993,4,30,1.710
1993,11,1,0.616
1993,11,2,0.607
1993,11,3,0.792
1993,11,4,1.053
1993,11,5,1.272
1993,11,6,1.473
1993,11,7,1.488
1993,11,8,1.987
1993,11,9,2.252
1993,11,10,2.306
1993,11,11,2.134
1993,11,12,1.810
1993,11,13,1.666
1993,11,14,1.406
1993,11,15,1.396
1993,11,16,1.532
1993,11,17,1.555
1993,11,18,1.676
1993,11,19,1.453
1993,11,20,0.761
1993,11,21,0.395
1993,11,22,0.766
1993,11,23,0.905
1993,11,24,0.749
1993,11,25,0.824
1993,11,26,0.669
1993,11,27,0.760
1993,11,28,1.058
1993,11,29,1.047
1993,11,30,1.291
1993,12,1,1.557
1993,12,2,1.538
1993,12,3,1.486
1993,12,4,1.390
1993,12,5,1.288
1993,12,6,1.175
1993,12,7,1.268
1993,12,8,1.564
1993,12,9,1.573
1993,12,10,1.297
1993,12,11,1.122
1993,12,12,1.009
1993,12,13,1.048
1993,12,14,1.476
1993,12,15,1.213
1993,12,16,1.065
1993,12,17,1.084
1993,12,18,1.177
1993,12,19,1.481
1993,12,20,1.444
1993,12,21,1.040
1993,12,22,0.346
1993,12,23,-0.395
1993,12,24,-0.685
1993,12,25,-0.824
1993,12,26,-0.854
1993,12,27,-0.495
1993,12,28,0.042
1993,12,29,0.169
1993,12,30,0.117
1993,12,31,0.187
1994,1,1,0.632
1994,1,2,0.627
1994,1,3,0.511
1994,1,4,0.707
1994,1,5,0.339
1994,1,6,-0.083
1994,1,7,0.119
1994,1,8,0.372
1994,1,9,0.079
1994,1,10,-0.200
1994,1,11,-0.254
1994,1,12,0.030
1994,1,13,0.231
1994,1,14,0.263
1994,1,15,0.171
1994,1,16,0.227
1994,1,17,0.469
1994,1,18,0.725
1994,1,19,0.883
1994,1,20,1.400
1994,1,21,1.736
1994,1,22,1.369
1994,1,23,0.999
1994,1,24,0.818
1994,1,25,0.890
1994,1,26,0.863
1994,1,27,0.586
1994,1,28,0.210
1994,1,29,0.420
1994,1,30,0.866
1994,1,31,1.118
1994,2,1,1.227
1994,2,2,1.150
1994,2,3,0.780
1994,2,4,0.492
1994,2,5,0.436
1994,2,6,0.342
1994,2,7,0.303
1994,2,8,0.296
1994,2,9,0.379
1994,2,10,0.765
1994,2,11,0.927
1994,2,12,1.058
1994,2,13,0.922
1994,2,14,0.382
1994,2,15,0.187
1994,2,16,0.480
1994,2,17,0.521
1994,2,18,0.215
1994,2,19,0.050
1994,2,20,0.064
1994,2,21,0.085
1994,2,22,0.262
1994,2,23,0.023
1994,2,24,-0.287
1994,2,25,-0.265
1994,2,26,-0.103
1994,2,27,-0.008
1994,2,28,0.111
1994,3,1,0.520
1994,3,2,0.843
1994,3,3,1.087
1994,3,4,0.959
1994,3,5,0.851
1994,3,6,1.134
1994,3,7,1.388
1994,3,8,1.554
1994,3,9,1.407
1994,3,10,1.248
1994,3,11,1.291
1994,3,12,1.355
1994,3,13,1.264
1994,3,14,1.202
1994,3,15,1.001
1994,3,16,0.462
1994,3,17,0.095
1994,3,18,-0.117
1994,3,19,-0.182
1994,3,20,-0.037
1994,3,21,0.288
1994,3,22,0.554
1994,3,23,0.492
1994,3,24,0.245
1994,3,25,0.331
1994,3,26,0.302
1994,3,27,0.316
1994,3,28,0.887
1994,3,29,1.655
1994,3,30,1.819
1994,3,31,1.676
1994,4,1,1.759
1994,4,2,1.625
1994,4,3,1.723
1994,4,4,1.398
1994,4,5,1.002
1994,4,6,0.929
1994,4,7,0.924
1994,4,8,0.814
1994,4,9,0.560
1994,4,10,0.742
1994,4,11,1.044
1994,4,12,0.786
1994,4,13,0.487
1994,4,14,0.333
1994,4,15,0.643
1994,4,16,0.635
1994,4,17,0.366
1994,4,18,0.200
1994,4,19,0.192
1994,4,20,-0.106
1994,4,21,-0.313
1994,4,22,-0.613
1994,4,23,-0.855
1994,4,24,-0.996
1994,4,25,-0.947
1994,4,26,-0.631
1994,4,27,-0.061
1994,4,28,0.395
1994,4,29,0.196
1994,4,30,-0.037
1994,11,1,-0.089
1994,11,2,-0.246
1994,11,3,-0.126
1994,11,4,0.259
1994,11,5,0.377
1994,11,6,0.043
1994,11,7,-0.145
1994,11,8,-0.273
1994,11,9,-0.799
1994,11,10,-1.081
1994,11,11,-1.185
1994,11,12,-0.742
1994,11,13,-0.253
1994,11,14,0.094
1994,11,15,0.382
1994,11,16,0.344
1994,11,17,0.194
1994,11,18,0.351
1994,11,19,1.021
1994,11,20,1.328
1994,11,21,0.966
1994,11,22,0.914
1994,11,23,0.765
1994,11,24,0.296
1994,11,25,0.339
1994,11,26,0.821
1994,11,27,1.153
1994,11,28,0.757
1994,11,29,0.550
1994,11,30,0.666
1994,12,1,0.611
1994,12,2,0.496
1994,12,3,1.060
1994,12,4,1.737
1994,12,5,2.110
1994,12,6,1.854
1994,12,7,1.483
1994,12,8,1.471
1994,12,9,1.329
1994,12,10,1.235
1994,12,11,1.152
1994,12,12,0.958
1994,12,13,1.048
1994,12,14,1.165
1994,12,15,1.444
1994,12,16,1.408
1994,12,17,1.249
1994,12,18,1.082
1994,12,19,0.798
1994,12,20,0.649
1994,12,21,0.456
1994,12,22,0.496
1994,12,23,0.660
1994,12,24,0.658
1994,12,25,0.686
1994,12,26,0.880
1994,12,27,0.872
1994,12,28,0.887
1994,12,29,0.903
1994,12,30,0.682
1994,12,31,0.361
1995,1,1,0.165
1995,1,2,-0.035
1995,1,3,0.049
1995,1,4,0.260
1995,1,5,0.484
1995,1,6,0.364
1995,1,7,0.864
1995,1,8,1.357
1995,1,9,1.432
1995,1,10,1.200
1995,1,11,0.861
1995,1,12,0.781
1995,1,13,1.101
1995,1,14,1.103
1995,1,15,0.789
1995,1,16,0.748
1995,1,17,0.561
1995,1,18,0.426
1995,1,19,0.581
1995,1,20,0.666
1995,1,21,0.498
1995,1,22,0.289
1995,1,23,0.086
1995,1,24,-0.010
1995,1,25,0.040
1995,1,26,0.059
1995,1,27,-0.079
1995,1,28,-0.040
1995,1,29,0.090
1995,1,30,0.260
1995,1,31,0.591
1995,2,1,0.735
1995,2,2,0.781
1995,2,3,0.685
1995,2,4,0.437
1995,2,5,0.142
1995,2,6,-0.139
1995,2,7,-0.327
1995,2,8,-0.033
1995,2,9,0.026
1995,2,10,-0.121
1995,2,11,0.002
1995,2,12,0.265
1995,2,13,0.580
1995,2,14,0.941
1995,2,15,1.129
1995,2,16,1.481
1995,2,17,1.839
1995,2,18,1.841
1995,2,19,1.665
1995,2,20,1.349
1995,2,21,1.133
1995,2,22,1.166
1995,2,23,1.267
1995,2,24,1.309
1995,2,25,1.040
1995,2,26,0.940
1995,2,27,1.272
1995,2,28,1.389
1995,3,1,1.538
1995,3,2,1.148
1995,3,3,1.034
1995,3,4,1.073
1995,3,5,1.175
1995,3,6,1.091
1995,3,7,0.936
1995,3,8,0.984
1995,3,9,1.044
1995,3,10,1.046
1995,3,11,1.067
1995,3,12,1.210
1995,3,13,1.336
1995,3,14,1.263
1995,3,15,1.096
1995,3,16,0.802
1995,3,17,0.700
1995,3,18,0.761
1995,3,19,0.492
1995,3,20,0.152
1995,3,21,-0.020
1995,3,22,0.054
1995,3,23,0.085
1995,3,24,-0.054
1995,3,25,-0.182
1995,3,26,0.031
1995,3,27,0.452
1995,3,28,0.832
1995,3,29,0.907
1995,3,30,1.201
1995,3,31,1.266
1995,4,1,0.750
1995,4,2,0.615
1995,4,3,0.461
1995,4,4,0.114
1995,4,5,-0.274
1995,4,6,-0.055
1995,4,7,0.344
1995,4,8,0.594
1995,4,9,0.680
1995,4,10,0.877
1995,4,11,1.079
1995,4,12,1.012
1995,4,13,0.929
1995,4,14,0.316
1995,4,15,-0.701
1995,4,16,-0.934
1995,4,17,-0.719
1995,4,18,-0.947
1995,4,19,-1.090
1995,4,20,-0.888
1995,4,21,-0.770
1995,4,22,-0.800
1995,4,23,-1.596
1995,4,24,-2.314
1995,4,25,-2.691
1995,4,26,-2.638
1995,4,27,-2.459
1995,4,28,-2.114
1995,4,29,-1.376
1995,4,30,-0.770
1995,11,1,-0.674
1995,11,2,-1.023
1995,11,3,-0.944
1995,11,4,-0.639
1995,11,5,-0.529
1995,11,6,-0.436
1995,11,7,-0.168
1995,11,8,-0.372
1995,11,9,-0.852
1995,11,10,-0.610
1995,11,11,-0.414
1995,11,12,-0.669
1995,11,13,-0.977
1995,11,14,-1.205
1995,11,15,-1.612
1995,11,16,-1.751
1995,11,17,-1.538
1995,11,18,-1.215
1995,11,19,-0.858
1995,11,20,-0.519
1995,11,21,-0.339
1995,11,22,-0.268
1995,11,23,-0.536
1995,11,24,-0.720
1995,11,25,-0.462
1995,11,26,-0.575
1995,11,27,-0.934
1995,11,28,-0.797
1995,11,29,-0.759
1995,11,30,-0.662
1995,12,1,-0.600
1995,12,2,-0.018
1995,12,3,0.167
1995,12,4,-0.084
1995,12,5,-0.807
1995,12,6,-1.394
1995,12,7,-1.846
1995,12,8,-1.793
1995,12,9,-1.510
1995,12,10,-1.383
1995,12,11,-1.392
1995,12,12,-1.389
1995,12,13,-1.499
1995,12,14,-1.581
1995,12,15,-1.340
1995,12,16,-1.237
1995,12,17,-1.192
1995,12,18,-0.958
1995,12,19,-0.774
1995,12,20,-0.570
1995,12,21,-0.363
1995,12,22,-0.060
1995,12,23,-0.158
1995,12,24,-0.459
1995,12,25,-0.540
1995,12,26,-0.578
1995,12,27,-0.802
1995,12,28,-0.987
1995,12,29,-1.126
1995,12,30,-1.328
1995,12,31,-1.607
1996,1,1,-1.660
1996,1,2,-1.719
1996,1,3,-1.521
1996,1,4,-0.877
1996,1,5,-0.667
1996,1,6,-0.640
1996,1,7,-0.664
1996,1,8,-0.392
1996,1,9,-0.158
1996,1,10,0.209
1996,1,11,0.270
1996,1,12,0.503
1996,1,13,0.789
1996,1,14,0.825
1996,1,15,1.351
1996,1,16,1.440
1996,1,17,1.137
1996,1,18,1.258
1996,1,19,1.105
1996,1,20,0.434
1996,1,21,0.149
1996,1,22,-0.054
1996,1,23,-0.122
1996,1,24,-0.010
1996,1,25,-0.248
1996,1,26,-0.465
1996,1,27,-0.297
1996,1,28,-0.324
1996,1,29,-0.552
1996,1,30,-0.999
1996,1,31,-1.218
1996,2,1,-0.995
1996,2,2,-0.429
1996,2,3,0.200
1996,2,4,0.759
1996,2,5,1.030
1996,2,6,0.859
1996,2,7,0.531
1996,2,8,0.146
1996,2,9,-0.067
1996,2,10,0.061
1996,2,11,0.171
1996,2,12,0.209
1996,2,13,0.327
1996,2,14,0.320
1996,2,15,0.307
1996,2,16,0.534
1996,2,17,0.521
1996,2,18,-0.114
1996,2,19,-0.297
1996,2,20,0.084
1996,2,21,0.304
1996,2,22,0.310
1996,2,23,0.124
1996,2,24,-0.143
1996,2,25,-0.197
1996,2,26,-0.151
1996,2,27,-0.114
1996,2,28,-0.002
1996,2,29,0.121
1996,3,1,-0.009
1996,3,2,-0.094
1996,3,3,-0.227
1996,3,4,0.074
1996,3,5,0.249
1996,3,6,0.338
1996,3,7,0.467
1996,3,8,0.583
1996,3,9,0.468
1996,3,10,0.906
1996,3,11,1.397
1996,3,12,1.194
1996,3,13,0.633
1996,3,14,0.329
1996,3,15,0.110
1996,3,16,-0.305
1996,3,17,-0.494
1996,3,18,-0.418
1996,3,19,-0.382
1996,3,20,-0.369
1996,3,21,-0.288
1996,3,22,-0.185
1996,3,23,0.044
1996,3,24,-0.130
1996,3,25,-0.518
1996,3,26,-0.520
1996,3,27,-0.190
1996,3,28,-0.250
1996,3,29,-0.591
1996,3,30,-0.638
1996,3,31,-0.672
1996,4,1,-0.566
1996,4,2,-0.322
1996,4,3,-0.313
1996,4,4,-0.437
1996,4,5,-0.349
1996,4,6,-0.170
1996,4,7,-0.124
1996,4,8,-0.087
1996,4,9,0.011
1996,4,10,-0.037
1996,4,11,-0.335
1996,4,12,-0.376
1996,4,13,-0.334
1996,4,14,0.112
1996,4,15,0.520
1996,4,16,0.500
1996,4,17,0.193
1996,4,18,-0.046
1996,4,19,-0.135
1996,4,20,-0.053
1996,4,21,-0.052
1996,4,22,0.215
1996,4,23,0.518
1996,4,24,0.511
1996,4,25,0.248
1996,4,26,0.000
1996,4,27,-0.304
1996,4,28,-0.381
1996,4,29,-0.640
1996,4,30,-1.017
1996,11,1,-0.331
1996,11,2,0.098
1996,11,3,0.433
1996,11,4,0.473
1996,11,5,0.577
1996,11,6,0.392
1996,11,7,0.275
1996,11,8,0.166
1996,11,9,0.023
1996,11,10,-0.468
1996,11,11,-0.669
1996,11,12,-0.244
1996,11,13,0.638
1996,11,14,1.393
1996,11,15,1.073
1996,11,16,0.136
1996,11,17,-0.742
1996,11,18,-1.135
1996,11,19,-1.851
1996,11,20,-1.882
1996,11,21,-1.646
1996,11,22,-1.206
1996,11,23,-0.601
1996,11,24,-0.025
1996,11,25,0.024
1996,11,26,0.187
1996,11,27,-0.018
1996,11,28,-0.108
1996,11,29,-0.235
1996,11,30,-0.136
1996,12,1,0.640
1996,12,2,0.462
1996,12,3,0.049
1996,12,4,-0.195
1996,12,5,-0.312
1996,12,6,-0.416
1996,12,7,-0.470
1996,12,8,-0.455
1996,12,9,-0.537
1996,12,10,-1.155
1996,12,11,-1.496
1996,12,12,-1.077
1996,12,13,-0.388
1996,12,14,-0.290
1996,12,15,-0.349
1996,12,16,-0.407
1996,12,17,-0.498
1996,12,18,-0.701
1996,12,19,-0.942
1996,12,20,-1.185
1996,12,21,-1.262
1996,12,22,-1.004
1996,12,23,-0.997
1996,12,24,-1.145
1996,12,25,-1.256
1996,12,26,-1.072
1996,12,27,-0.990
1996,12,28,-1.016
1996,12,29,-0.872
1996,12,30,-0.862
1996,12,31,-1.007
1997,1,1,-1.001
1997,1,2,-1.235
1997,1,3,-1.277
1997,1,4,-1.519
1997,1,5,-1.845
1997,1,6,-2.150
1997,1,7,-2.123
1997,1,8,-1.900
1997,1,9,-1.823
1997,1,10,-1.786
1997,1,11,-1.526
1997,1,12,-0.769
1997,1,13,-0.102
1997,1,14,0.210
1997,1,15,-0.028
1997,1,16,-0.306
1997,1,17,-0.336
1997,1,18,-0.143
1997,1,19,0.301
1997,1,20,0.676
1997,1,21,0.858
1997,1,22,0.754
1997,1,23,0.871
1997,1,24,1.071
1997,1,25,1.219
1997,1,26,1.253
1997,1,27,0.845
1997,1,28,0.445
1997,1,29,0.304
1997,1,30,0.162
1997,1,31,0.236
1997,2,1,0.432
1997,2,2,0.738
1997,2,3,0.929
1997,2,4,0.950
1997,2,5,0.949
1997,2,6,0.897
1997,2,7,1.024
1997,2,8,1.042
1997,2,9,1.247
1997,2,10,1.277
1997,2,11,1.077
1997,2,12,0.938
1997,2,13,0.921
1997,2,14,0.907
1997,2,15,1.046
1997,2,16,1.467
1997,2,17,1.665
1997,2,18,1.560
1997,2,19,1.565
1997,2,20,1.396
1997,2,21,1.056
1997,2,22,0.959
1997,2,23,1.092
1997,2,24,1.193
1997,2,25,1.104
1997,2,26,0.869
1997,2,27,0.926
1997,2,28,1.354
1997,3,1,1.753
1997,3,2,1.656
1997,3,3,1.584
1997,3,4,1.584
1997,3,5,1.802
1997,3,6,1.647
1997,3,7,1.452
1997,3,8,1.299
1997,3,9,1.133
1997,3,10,0.880
1997,3,11,0.761
1997,3,12,0.684
1997,3,13,0.637
1997,3,14,0.673
1997,3,15,0.549
1997,3,16,0.425
1997,3,17,0.555
1997,3,18,0.757
1997,3,19,0.640
1997,3,20,0.349
1997,3,21,0.246
1997,3,22,0.155
1997,3,23,0.232
1997,3,24,0.461
1997,3,25,0.874
1997,3,26,1.267
1997,3,27,1.267
1997,3,28,1.072
1997,3,29,0.907
1997,3,30,1.015
1997,3,31,0.923
1997,4,1,0.338
1997,4,2,0.013
1997,4,3,-0.044
1997,4,4,0.105
1997,4,5,0.257
1997,4,6,0.214
1997,4,7,0.335
1997,4,8,0.628
1997,4,9,0.254
1997,4,10,-0.446
1997,4,11,-0.521
1997,4,12,-0.510
1997,4,13,-0.565
1997,4,14,-0.553
1997,4,15,-0.491
1997,4,16,-0.894
1997,4,17,-1.472
1997,4,18,-1.609
1997,4,19,-1.621
1997,4,20,-1.297
1997,4,21,-1.205
1997,4,22,-1.235
1997,4,23,-1.347
1997,4,24,-1.221
1997,4,25,-0.886
1997,4,26,-0.514
1997,4,27,-0.264
1997,4,28,-0.246
1997,4,29,0.028
1997,4,30,0.426
1997,11,1,-0.486
1997,11,2,-1.069
1997,11,3,-1.061
1997,11,4,-0.357
1997,11,5,0.260
1997,11,6,0.595
1997,11,7,0.259
1997,11,8,-0.516
1997,11,9,-1.050
1997,11,10,-1.104
1997,11,11,-0.960
1997,11,12,-0.789
1997,11,13,-0.748
1997,11,14,-0.406
1997,11,15,0.035
1997,11,16,0.429
1997,11,17,0.585
1997,11,18,0.389
1997,11,19,0.080
1997,11,20,-0.158
1997,11,21,-0.434
1997,11,22,-0.791
1997,11,23,-1.221
1997,11,24,-1.204
1997,11,25,-1.058
1997,11,26,-0.974
1997,11,27,-1.106
1997,11,28,-1.223
1997,11,29,-1.562
1997,11,30,-1.932
1997,12,1,-1.145
1997,12,2,-1.541
1997,12,3,-1.639
1997,12,4,-1.493
1997,12,5,-0.823
1997,12,6,-0.009
1997,12,7,0.697
1997,12,8,0.982
1997,12,9,0.935
1997,12,10,0.998
1997,12,11,0.964
1997,12,12,0.453
1997,12,13,-0.278
1997,12,14,-0.815
1997,12,15,-1.574
1997,12,16,-1.848
1997,12,17,-2.135
1997,12,18,-1.806
1997,12,19,-1.163
1997,12,20,-0.905
1997,12,21,-1.060
1997,12,22,-1.113
1997,12,23,-0.894
1997,12,24,-0.577
1997,12,25,-0.035
1997,12,26,0.081
1997,12,27,-0.124
1997,12,28,-0.146
1997,12,29,-0.076
1997,12,30,0.193
1997,12,31,0.276
1998,1,1,1.325
1998,1,2,1.672
1998,1,3,1.694
1998,1,4,1.095
1998,1,5,0.633
1998,1,6,0.443
1998,1,7,0.284
1998,1,8,0.094
1998,1,9,-0.002
1998,1,10,0.195
1998,1,11,0.275
1998,1,12,0.409
1998,1,13,0.430
1998,1,14,0.257
1998,1,15,0.082
1998,1,16,0.125
1998,1,17,0.382
1998,1,18,0.478
1998,1,19,0.397
1998,1,20,0.294
1998,1,21,0.410
1998,1,22,0.325
1998,1,23,0.044
1998,1,24,-0.139
1998,1,25,-0.198
1998,1,26,-0.154
1998,1,27,-0.097
1998,1,28,-0.206
1998,1,29,-0.421
1998,1,30,-0.610
1998,1,31,-0.688
1998,2,1,-0.682
1998,2,2,-0.489
1998,2,3,-0.253
1998,2,4,-0.112
1998,2,5,0.022
1998,2,6,0.282
1998,2,7,0.549
1998,2,8,0.648
1998,2,9,0.707
1998,2,10,0.766
1998,2,11,0.658
1998,2,12,0.590
1998,2,13,0.510
1998,2,14,0.478
1998,2,15,0.266
1998,2,16,0.162
1998,2,17,0.146
1998,2,18,0.289
1998,2,19,0.408
1998,2,20,0.250
1998,2,21,0.399
1998,2,22,0.431
1998,2,23,0.151
1998,2,24,-0.087
1998,2,25,-0.155
1998,2,26,-0.235
1998,2,27,-0.390
1998,2,28,-0.442
1998,3,1,-0.598
1998,3,2,-0.394
1998,3,3,-0.181
1998,3,4,0.171
1998,3,5,0.481
1998,3,6,0.470
1998,3,7,0.464
1998,3,8,0.455
1998,3,9,0.500
1998,3,10,0.668
1998,3,11,0.590
1998,3,12,0.263
1998,3,13,0.269
1998,3,14,0.636
1998,3,15,1.089
1998,3,16,1.134
1998,3,17,0.837
1998,3,18,0.499
1998,3,19,0.440
1998,3,20,0.633
1998,3,21,0.880
1998,3,22,0.973
1998,3,23,1.107
1998,3,24,1.200
1998,3,25,1.520
1998,3,26,1.668
1998,3,27,1.351
1998,3,28,0.761
1998,3,29,0.493
1998,3,30,0.453
1998,3,31,0.127
1998,4,1,-0.266
1998,4,2,-0.672
1998,4,3,-0.845
1998,4,4,-1.055
1998,4,5,-1.047
1998,4,6,-0.991
1998,4,7,-0.951
1998,4,8,-0.837
1998,4,9,-0.995
1998,4,10,-1.050
1998,4,11,-0.851
1998,4,12,-0.680
1998,4,13,-0.763
1998,4,14,-0.975
1998,4,15,-0.872
1998,4,16,-0.581
1998,4,17,-0.012
1998,4,18,0.302
1998,4,19,0.375
1998,4,20,0.420
1998,4,21,0.369
1998,4,22,0.261
1998,4,23,0.379
1998,4,24,0.577
1998,4,25,0.492
1998,4,26,0.266
1998,4,27,0.352
1998,4,28,0.450
1998,4,29,0.468
1998,4,30,0.375
1998,11,1,-1.782
1998,11,2,-2.153
1998,11,3,-2.184
1998,11,4,-1.880
1998,11,5,-1.271
1998,11,6,-0.576
1998,11,7,-0.048
1998,11,8,0.546
1998,11,9,0.963
1998,11,10,0.877
1998,11,11,0.576
1998,11,12,0.144
1998,11,13,-0.296
1998,11,14,-0.583
1998,11,15,-0.770
1998,11,16,-0.678
1998,11,17,-0.613
1998,11,18,-0.380
1998,11,19,-0.131
1998,11,20,0.220
1998,11,21,0.586
1998,11,22,0.907
1998,11,23,1.126
1998,11,24,0.924
1998,11,25,0.394
1998,11,26,0.262
1998,11,27,0.442
1998,11,28,0.364
1998,11,29,0.269
1998,11,30,0.489
1998,12,1,0.619
1998,12,2,0.014
1998,12,3,-0.471
1998,12,4,-0.427
1998,12,5,-0.067
1998,12,6,-0.116
1998,12,7,0.110
1998,12,8,0.626
1998,12,9,0.945
1998,12,10,0.987
1998,12,11,0.813
1998,12,12,1.207
1998,12,13,1.503
1998,12,14,1.236
1998,12,15,1.163
1998,12,16,0.692
1998,12,17,0.340
1998,12,18,0.360
1998,12,19,0.322
1998,12,20,0.318
1998,12,21,0.312
1998,12,22,0.261
1998,12,23,0.243
1998,12,24,0.462
1998,12,25,0.726
1998,12,26,0.986
1998,12,27,1.009
1998,12,28,0.682
1998,12,29,0.169
1998,12,30,-0.117
1998,12,31,-0.500
1999,1,1,-0.467
1999,1,2,-0.299
1999,1,3,-0.277
1999,1,4,-0.252
1999,1,5,-0.075
1999,1,6,0.372
1999,1,7,0.615
1999,1,8,0.363
1999,1,9,0.015
1999,1,10,-0.182
1999,1,11,0.082
1999,1,12,0.405
1999,1,13,0.712
1999,1,14,0.764
1999,1,15,0.676
1999,1,16,0.554
1999,1,17,0.850
1999,1,18,1.028
1999,1,19,0.970
1999,1,20,0.713
1999,1,21,0.540
1999,1,22,0.318
1999,1,23,0.180
1999,1,24,0.264
1999,1,25,0.537
1999,1,26,0.469
1999,1,27,0.151
1999,1,28,-0.143
1999,1,29,0.002
1999,1,30,-0.009
1999,1,31,-0.055
1999,2,1,0.003
1999,2,2,0.115
1999,2,3,0.136
1999,2,4,0.256
1999,2,5,-0.087
1999,2,6,-0.123
1999,2,7,-0.350
1999,2,8,-0.390
1999,2,9,-0.153
1999,2,10,-0.051
1999,2,11,-0.015
1999,2,12,0.119
1999,2,13,0.484
1999,2,14,0.692
1999,2,15,0.498
1999,2,16,0.262
1999,2,17,0.331
1999,2,18,0.617
1999,2,19,0.667
1999,2,20,0.560
1999,2,21,0.361
1999,2,22,0.246
1999,2,23,0.425
1999,2,24,0.802
1999,2,25,1.118
1999,2,26,1.000
1999,2,27,0.825
1999,2,28,0.856
1999,3,1,0.987
1999,3,2,0.701
1999,3,3,0.492
1999,3,4,0.295
1999,3,5,0.204
1999,3,6,0.143
1999,3,7,-0.061
1999,3,8,-0.290
1999,3,9,-0.392
1999,3,10,-0.375
1999,3,11,-0.537
1999,3,12,-0.522
1999,3,13,-0.316
1999,3,14,-0.225
1999,3,15,-0.091
1999,3,16,0.029
1999,3,17,0.191
1999,3,18,0.378
1999,3,19,0.448
1999,3,20,0.558
1999,3,21,0.610
1999,3,22,0.634
1999,3,23,0.555
1999,3,24,0.621
1999,3,25,0.884
1999,3,26,0.824
1999,3,27,0.678
1999,3,28,0.671
1999,3,29,0.761
1999,3,30,0.443
1999,3,31,-0.202
1999,4,1,-0.881
1999,4,2,-1.320
1999,4,3,-1.418
1999,4,4,-1.209
1999,4,5,-0.850
1999,4,6,-0.237
1999,4,7,0.424
1999,4,8,0.628
1999,4,9,0.465
1999,4,10,0.227
1999,4,11,0.060
1999,4,12,-0.205
1999,4,13,-0.410
1999,4,14,-0.972
1999,4,15,-1.057
1999,4,16,-1.018
1999,4,17,-0.460
1999,4,18,0.217
1999,4,19,0.565
1999,4,20,0.263
1999,4,21,-0.408
1999,4,22,-0.814
1999,4,23,-0.735
1999,4,24,-0.647
1999,4,25,-0.742
1999,4,26,-0.876
1999,4,27,-0.777
1999,4,28,-0.754
1999,4,29,-0.588
1999,4,30,-0.120
1999,11,1,0.661
1999,11,2,0.722
1999,11,3,0.565
1999,11,4,0.501
1999,11,5,0.745
1999,11,6,1.059
1999,11,7,0.671
1999,11,8,0.240
1999,11,9,-0.053
1999,11,10,-0.229
1999,11,11,-0.145
1999,11,12,-0.058
1999,11,13,0.143
1999,11,14,0.173
1999,11,15,-0.135
1999,11,16,-0.616
1999,11,17,-0.425
1999,11,18,-0.128
1999,11,19,0.439
1999,11,20,0.930
1999,11,21,0.738
1999,11,22,0.456
1999,11,23,0.502
1999,11,24,0.303
1999,11,25,0.283
1999,11,26,0.549
1999,11,27,0.785
1999,11,28,1.078
1999,11,29,1.660
1999,11,30,1.744
1999,12,1,2.296
1999,12,2,2.059
1999,12,3,1.676
1999,12,4,1.527
1999,12,5,1.488
1999,12,6,1.674
1999,12,7,1.822
1999,12,8,1.637
1999,12,9,1.362
1999,12,10,1.317
1999,12,11,1.341
1999,12,12,1.096
1999,12,13,0.757
1999,12,14,0.563
1999,12,15,0.275
1999,12,16,0.111
1999,12,17,0.368
1999,12,18,0.408
1999,12,19,-0.056
1999,12,20,-0.476
1999,12,21,-0.669
1999,12,22,-0.428
1999,12,23,0.270
1999,12,24,0.706
1999,12,25,1.105
1999,12,26,1.330
1999,12,27,0.907
1999,12,28,0.345
1999,12,29,0.303
1999,12,30,0.520
1999,12,31,0.956
2000,1,1,1.061
2000,1,2,1.154
2000,1,3,1.330
2000,1,4,1.360
2000,1,5,0.995
2000,1,6,1.199
2000,1,7,1.477
2000,1,8,1.349
2000,1,9,0.963
2000,1,10,0.847
2000,1,11,0.817
2000,1,12,0.740
2000,1,13,0.450
2000,1,14,0.355
2000,1,15,0.228
2000,1,16,-0.113
2000,1,17,-0.654
2000,1,18,-0.753
2000,1,19,-0.723
2000,1,20,-0.662
2000,1,21,-0.676
2000,1,22,-0.822
2000,1,23,-0.670
2000,1,24,-0.500
2000,1,25,-0.529
2000,1,26,-0.527
2000,1,27,-0.296
2000,1,28,0.166
