YEAR,MONTH,DAY,VALUE
1986,4,9,-1.053
1986,4,10,-1.419
1986,4,11,-1.622
1986,4,12,-1.808
1986,4,13,-1.474
1986,4,14,-1.086
1986,4,15,-0.756
1986,4,16,-0.258
1986,4,17,0.200
1986,4,18,0.476
1986,4,19,0.738
1986,4,20,0.569
1986,4,21,0.117
1986,4,22,-0.050
1986,4,23,-0.315
1986,4,24,-0.245
1986,4,25,-0.123
1986,4,26,-0.222
1986,4,27,-0.235
1986,4,28,-0.479
1986,4,29,-0.397
1986,4,30,-0.134
1986,11,1,1.118
1986,11,2,1.384
1986,11,3,1.310
1986,11,4,1.495
1986,11,5,1.483
1986,11,6,1.202
1986,11,7,1.244
1986,11,8,0.968
1986,11,9,0.705
1986,11,10,0.863
1986,11,11,1.188
1986,11,12,1.103
1986,11,13,0.970
1986,11,14,1.030
1986,11,15,1.423
1986,11,16,1.510
1986,11,17,1.541
1986,11,18,1.629
1986,11,19,1.479
1986,11,20,1.363
1986,11,21,1.271
1986,11,22,0.831
1986,11,23,0.579
1986,11,24,0.920
1986,11,25,1.102
1986,11,26,1.144
1986,11,27,1.134
1986,11,28,1.140
1986,11,29,1.119
1986,11,30,0.857
1986,12,1,1.291
1986,12,2,1.000
1986,12,3,0.837
1986,12,4,0.602
1986,12,5,0.608
1986,12,6,0.653
1986,12,7,0.267
1986,12,8,0.062
1986,12,9,-0.115
1986,12,10,-0.373
1986,12,11,-0.107
1986,12,12,0.304
1986,12,13,0.528
1986,12,14,0.710
1986,12,15,1.078
1986,12,16,0.933
1986,12,17,0.695
1986,12,18,0.778
1986,12,19,0.573
1986,12,20,0.126
1986,12,21,-0.059
1986,12,22,-0.257
1986,12,23,-0.262
1986,12,24,0.259
1986,12,25,0.952
1986,12,26,1.222
1986,12,27,0.741
1986,12,28,0.515
1986,12,29,0.680
1986,12,30,0.663
1986,12,31,0.694
1987,1,1,0.685
1987,1,2,0.340
1987,1,3,0.212
1987,1,4,0.063
1987,1,5,-0.060
1987,1,6,-0.345
1987,1,7,-0.440
1987,1,8,-0.373
1987,1,9,-0.693
1987,1,10,-1.046
1987,1,11,-1.364
1987,1,12,-1.557
1987,1,13,-1.211
1987,1,14,-0.992
1987,1,15,-0.902
1987,1,16,-0.619
1987,1,17,-0.152
1987,1,18,0.215
1987,1,19,0.299
1987,1,20,0.121
1987,1,21,-0.357
1987,1,22,-0.981
1987,1,23,-1.475
1987,1,24,-1.289
1987,1,25,-1.009
1987,1,26,-0.880
1987,1,27,-0.647
1987,1,28,-0.391
1987,1,29,-0.504
1987,1,30,-0.390
1987,1,31,-0.419
1987,2,1,-0.335
1987,2,2,-0.081
1987,2,3,0.358
1987,2,4,0.522
1987,2,5,0.642
1987,2,6,0.663
1987,2,7,0.811
1987,2,8,1.062
1987,2,9,1.084
1987,2,10,1.073
1987,2,11,0.848
1987,2,12,0.673
1987,2,13,0.521
1987,2,14,0.086
1987,2,15,-0.243
1987,2,16,-0.405
1987,2,17,-0.612
1987,2,18,-0.658
1987,2,19,-0.699
1987,2,20,-0.873
1987,2,21,-1.355
1987,2,22,-1.527
1987,2,23,-1.638
1987,2,24,-1.663
1987,2,25,-1.463
1987,2,26,-0.892
1987,2,27,-0.326
1987,2,28,0.009
1987,3,1,0.240
1987,3,2,0.370
1987,3,3,0.408
1987,3,4,0.559
1987,3,5,0.753
1987,3,6,0.817
1987,3,7,0.587
1987,3,8,0.189
1987,3,9,0.001
1987,3,10,-0.094
1987,3,11,0.075
1987,3,12,0.363
1987,3,13,0.571
1987,3,14,0.299
1987,3,15,0.051
1987,3,16,0.092
1987,3,17,0.184
1987,3,18,0.014
1987,3,19,-0.206
1987,3,20,-0.149
1987,3,21,-0.081
1987,3,22,-0.033
1987,3,23,-0.009
1987,3,24,-0.125
1987,3,25,-0.174
1987,3,26,0.036
1987,3,27,0.117
1987,3,28,0.311
1987,3,29,0.415
1987,3,30,0.611
1987,3,31,0.815
1987,4,1,0.556
1987,4,2,0.094
1987,4,3,-0.110
1987,4,4,-0.249
1987,4,5,-0.217
1987,4,6,-0.016
1987,4,7,0.153
1987,4,8,0.427
1987,4,9,0.522
1987,4,10,0.538
1987,4,11,0.514
1987,4,12,0.662
1987,4,13,0.979
1987,4,14,1.352
1987,4,15,1.326
1987,4,16,0.820
1987,4,17,0.288
1987,4,18,0.456
1987,4,19,1.034
1987,4,20,1.319
1987,4,21,1.406
1987,4,22,1.461
1987,4,23,1.949
1987,4,24,2.009
1987,4,25,2.129
1987,4,26,2.394
1987,4,27,2.351
1987,4,28,2.090
1987,4,29,1.583
1987,4,30,0.912
1987,11,1,0.730
1987,11,2,0.586
1987,11,3,0.835
1987,11,4,0.531
1987,11,5,-0.045
1987,11,6,-0.307
1987,11,7,-0.286
1987,11,8,0.135
1987,11,9,0.533
1987,11,10,0.607
1987,11,11,0.603
1987,11,12,0.175
1987,11,13,0.001
1987,11,14,0.425
1987,11,15,0.579
1987,11,16,0.131
1987,11,17,-0.057
1987,11,18,0.461
1987,11,19,0.721
1987,11,20,0.335
1987,11,21,-0.144
1987,11,22,-0.778
1987,11,23,-1.170
1987,11,24,-0.647
1987,11,25,-0.239
1987,11,26,0.068
1987,11,27,0.299
1987,11,28,0.218
1987,11,29,-0.222
1987,11,30,-1.068
1987,12,1,-1.476
1987,12,2,-1.792
1987,12,3,-1.169
1987,12,4,-0.445
1987,12,5,-0.628
1987,12,6,-0.814
1987,12,7,-0.555
1987,12,8,-0.502
1987,12,9,-0.583
1987,12,10,-0.566
1987,12,11,-0.577
1987,12,12,-0.585
1987,12,13,-0.174
1987,12,14,0.277
1987,12,15,0.464
1987,12,16,0.482
1987,12,17,0.698
1987,12,18,0.861
1987,12,19,0.632
1987,12,20,0.363
1987,12,21,0.045
1987,12,22,0.006
1987,12,23,-0.059
1987,12,24,-0.081
1987,12,25,0.093
1987,12,26,0.520
1987,12,27,0.704
1987,12,28,0.502
1987,12,29,0.585
1987,12,30,0.516
1987,12,31,0.166
1988,1,1,0.615
1988,1,2,0.953
1988,1,3,0.754
1988,1,4,0.392
1988,1,5,0.103
1988,1,6,0.171
1988,1,7,0.491
1988,1,8,0.674
1988,1,9,0.553
1988,1,10,0.736
1988,1,11,0.717
1988,1,12,0.379
1988,1,13,0.335
1988,1,14,0.429
1988,1,15,0.410
1988,1,16,0.436
1988,1,17,0.666
1988,1,18,0.714
1988,1,19,0.512
1988,1,20,0.419
1988,1,21,0.397
1988,1,22,0.350
1988,1,23,0.455
1988,1,24,0.458
1988,1,25,0.370
1988,1,26,0.437
1988,1,27,0.755
1988,1,28,1.131
1988,1,29,0.932
1988,1,30,0.645
1988,1,31,0.495
1988,2,1,0.625
1988,2,2,0.645
1988,2,3,0.725
1988,2,4,0.949
1988,2,5,0.788
1988,2,6,0.720
1988,2,7,1.111
1988,2,8,1.341
1988,2,9,1.334
1988,2,10,1.121
1988,2,11,0.953
1988,2,12,0.828
1988,2,13,0.549
1988,2,14,0.281
1988,2,15,0.132
1988,2,16,0.290
1988,2,17,0.510
1988,2,18,0.400
1988,2,19,0.382
1988,2,20,0.389
1988,2,21,0.480
1988,2,22,0.668
1988,2,23,0.738
1988,2,24,0.665
1988,2,25,0.588
1988,2,26,0.249
1988,2,27,-0.102
1988,2,28,-0.161
1988,2,29,-0.058
1988,3,1,-0.020
1988,3,2,-0.180
1988,3,3,-0.264
1988,3,4,-0.018
1988,3,5,0.361
1988,3,6,0.291
1988,3,7,0.149
1988,3,8,0.229
1988,3,9,0.171
1988,3,10,-0.031
1988,3,11,-0.284
1988,3,12,-0.409
1988,3,13,-0.439
1988,3,14,-0.483
1988,3,15,-0.381
1988,3,16,-0.073
1988,3,17,0.132
1988,3,18,0.242
1988,3,19,0.286
1988,3,20,0.260
1988,3,21,0.217
1988,3,22,0.094
1988,3,23,0.309
1988,3,24,0.557
1988,3,25,0.478
1988,3,26,0.371
1988,3,27,0.270
1988,3,28,0.083
1988,3,29,-0.212
1988,3,30,-0.309
1988,3,31,0.125
1988,4,1,0.456
1988,4,2,0.597
1988,4,3,0.416
1988,4,4,0.192
1988,4,5,0.215
1988,4,6,0.235
1988,4,7,-0.046
1988,4,8,-0.377
1988,4,9,-0.519
1988,4,10,-0.557
1988,4,11,-0.614
1988,4,12,-0.581
1988,4,13,-0.482
1988,4,14,-0.600
1988,4,15,-0.608
1988,4,16,-0.758
1988,4,17,-1.292
1988,4,18,-2.021
1988,4,19,-2.213
1988,4,20,-2.287
1988,4,21,-2.462
1988,4,22,-2.486
1988,4,23,-2.102
1988,4,24,-1.248
1988,4,25,-0.650
1988,4,26,-0.336
1988,4,27,0.093
1988,4,28,0.573
1988,4,29,0.561
1988,4,30,0.346
1988,11,1,-0.432
1988,11,2,-0.569
1988,11,3,-0.581
1988,11,4,0.065
1988,11,5,0.117
1988,11,6,-0.359
1988,11,7,-0.294
1988,11,8,0.324
1988,11,9,0.795
1988,11,10,0.891
1988,11,11,0.770
1988,11,12,0.537
1988,11,13,0.541
1988,11,14,0.507
1988,11,15,0.535
1988,11,16,0.356
1988,11,17,0.138
1988,11,18,-0.113
1988,11,19,-0.595
1988,11,20,-0.913
1988,11,21,-1.075
1988,11,22,-0.937
1988,11,23,-1.035
1988,11,24,-1.434
1988,11,25,-1.588
1988,11,26,-1.318
1988,11,27,-0.716
1988,11,28,0.029
1988,11,29,0.335
1988,11,30,0.305
1988,12,1,0.346
1988,12,2,0.752
1988,12,3,0.713
1988,12,4,0.551
1988,12,5,0.299
1988,12,6,0.134
1988,12,7,0.013
1988,12,8,0.346
1988,12,9,0.480
1988,12,10,0.354
1988,12,11,0.339
1988,12,12,0.079
1988,12,13,-0.242
1988,12,14,-0.491
1988,12,15,-0.457
1988,12,16,-0.533
1988,12,17,-0.376
1988,12,18,-0.020
1988,12,19,0.541
1988,12,20,0.899
1988,12,21,1.151
1988,12,22,1.467
1988,12,23,1.165
1988,12,24,0.551
1988,12,25,0.099
1988,12,26,0.424
1988,12,27,0.419
1988,12,28,0.149
1988,12,29,-0.041
1988,12,30,-0.290
1988,12,31,-0.527
1989,1,1,-0.354
1989,1,2,-0.143
1989,1,3,0.110
1989,1,4,0.542
1989,1,5,0.560
1989,1,6,0.326
1989,1,7,0.376
1989,1,8,0.314
1989,1,9,0.211
1989,1,10,0.550
1989,1,11,0.928
1989,1,12,0.822
1989,1,13,0.879
1989,1,14,0.961
1989,1,15,0.702
1989,1,16,0.502
1989,1,17,0.552
1989,1,18,0.665
1989,1,19,0.673
1989,1,20,0.450
1989,1,21,0.156
1989,1,22,0.125
1989,1,23,0.271
1989,1,24,0.389
1989,1,25,0.471
1989,1,26,0.801
1989,1,27,1.259
1989,1,28,1.334
1989,1,29,1.073
1989,1,30,0.823
1989,1,31,0.859
1989,2,1,1.183
1989,2,2,1.386
1989,2,3,1.445
1989,2,4,1.480
1989,2,5,1.397
1989,2,6,1.270
1989,2,7,1.046
1989,2,8,0.828
1989,2,9,0.844
1989,2,10,1.317
1989,2,11,1.747
1989,2,12,1.792
1989,2,13,1.537
1989,2,14,1.411
1989,2,15,1.611
1989,2,16,1.822
1989,2,17,1.867
1989,2,18,1.603
1989,2,19,1.471
1989,2,20,1.254
1989,2,21,1.060
1989,2,22,0.986
1989,2,23,1.106
1989,2,24,1.113
1989,2,25,0.592
1989,2,26,0.291
1989,2,27,0.204
1989,2,28,0.199
1989,3,1,0.436
1989,3,2,0.486
1989,3,3,0.422
1989,3,4,0.494
1989,3,5,0.577
1989,3,6,0.587
1989,3,7,0.719
1989,3,8,0.870
1989,3,9,1.149
1989,3,10,1.530
1989,3,11,1.880
1989,3,12,1.905
1989,3,13,1.615
1989,3,14,1.347
1989,3,15,1.331
1989,3,16,1.421
1989,3,17,1.583
1989,3,18,1.724
1989,3,19,1.716
1989,3,20,1.432
1989,3,21,1.324
1989,3,22,1.204
1989,3,23,1.261
1989,3,24,1.198
1989,3,25,0.679
1989,3,26,0.225
1989,3,27,0.324
1989,3,28,0.855
1989,3,29,1.250
1989,3,30,1.266
1989,3,31,0.991
1989,4,1,0.771
1989,4,2,0.349
1989,4,3,0.121
1989,4,4,0.036
1989,4,5,0.045
1989,4,6,0.082
1989,4,7,-0.107
1989,4,8,0.021
1989,4,9,0.309
1989,4,10,0.732
1989,4,11,0.764
1989,4,12,0.810
1989,4,13,1.072
1989,4,14,1.090
1989,4,15,0.578
1989,4,16,0.184
1989,4,17,0.202
1989,4,18,0.209
1989,4,19,-0.149
1989,4,20,-0.447
1989,4,21,-0.546
1989,4,22,-0.660
1989,4,23,-0.766
1989,4,24,-0.873
1989,4,25,-0.919
1989,4,26,-0.874
1989,4,27,-0.548
1989,4,28,-0.193
1989,4,29,0.458
1989,4,30,1.324
1989,11,1,0.671
1989,11,2,0.664
1989,11,3,1.013
1989,11,4,0.619
1989,11,5,0.603
1989,11,6,0.883
1989,11,7,0.524
1989,11,8,0.083
1989,11,9,-0.347
1989,11,10,-0.486
1989,11,11,0.010
1989,11,12,0.659
1989,11,13,0.750
1989,11,14,0.738
1989,11,15,0.868
1989,11,16,0.836
1989,11,17,0.246
1989,11,18,0.014
1989,11,19,0.144
1989,11,20,-0.243
1989,11,21,-0.687
1989,11,22,-1.102
1989,11,23,-1.534
1989,11,24,-1.670
1989,11,25,-1.341
1989,11,26,-1.189
1989,11,27,-0.853
1989,11,28,-0.397
1989,11,29,0.006
1989,11,30,0.011
1989,12,1,-1.044
1989,12,2,-1.047
1989,12,3,-1.235
1989,12,4,-1.607
1989,12,5,-1.445
1989,12,6,-1.135
1989,12,7,-1.200
1989,12,8,-1.355
1989,12,9,-1.546
1989,12,10,-1.704
1989,12,11,-1.487
1989,12,12,-1.251
1989,12,13,-1.055
1989,12,14,-0.586
1989,12,15,-0.129
1989,12,16,-0.173
1989,12,17,-0.313
1989,12,18,-0.378
1989,12,19,-0.280
1989,12,20,-0.009
1989,12,21,0.341
1989,12,22,0.620
1989,12,23,0.676
1989,12,24,0.716
1989,12,25,0.586
1989,12,26,0.354
1989,12,27,-0.045
1989,12,28,-0.302
1989,12,29,-0.637
1989,12,30,-0.824
1989,12,31,-0.861
1990,1,1,-0.635
1990,1,2,-0.501
1990,1,3,-0.217
1990,1,4,-0.073
1990,1,5,0.094
1990,1,6,0.474
1990,1,7,0.852
1990,1,8,0.911
1990,1,9,0.951
1990,1,10,0.769
1990,1,11,0.503
1990,1,12,0.337
1990,1,13,0.350
1990,1,14,0.618
1990,1,15,0.862
1990,1,16,0.841
1990,1,17,0.851
1990,1,18,0.646
1990,1,19,0.630
1990,1,20,0.450
1990,1,21,0.549
1990,1,22,0.967
1990,1,23,1.073
1990,1,24,0.930
1990,1,25,0.816
1990,1,26,0.613
1990,1,27,0.431
1990,1,28,0.660
1990,1,29,0.629
1990,1,30,0.423
1990,1,31,0.407
1990,2,1,0.547
1990,2,2,0.642
1990,2,3,0.664
1990,2,4,0.550
1990,2,5,0.641
1990,2,6,0.811
1990,2,7,0.881
1990,2,8,0.915
1990,2,9,0.953
1990,2,10,1.072
1990,2,11,1.238
1990,2,12,1.202
1990,2,13,0.938
1990,2,14,0.764
1990,2,15,0.523
1990,2,16,0.451
1990,2,17,0.835
1990,2,18,0.945
1990,2,19,0.812
1990,2,20,0.895
1990,2,21,0.842
1990,2,22,0.905
1990,2,23,1.323
1990,2,24,1.550
1990,2,25,1.479
1990,2,26,1.431
1990,2,27,1.122
1990,2,28,0.883
1990,3,1,0.763
1990,3,2,0.582
1990,3,3,0.693
1990,3,4,0.562
1990,3,5,0.372
1990,3,6,0.247
1990,3,7,0.200
1990,3,8,0.229
1990,3,9,0.268
1990,3,10,0.468
1990,3,11,0.442
1990,3,12,0.230
1990,3,13,0.246
1990,3,14,0.369
1990,3,15,0.575
1990,3,16,0.669
1990,3,17,0.813
1990,3,18,1.256
1990,3,19,1.913
1990,3,20,2.355
1990,3,21,2.359
1990,3,22,2.153
1990,3,23,2.021
1990,3,24,1.753
1990,3,25,1.588
1990,3,26,1.564
1990,3,27,1.282
1990,3,28,0.843
1990,3,29,0.594
1990,3,30,0.336
1990,3,31,0.047
1990,4,1,-0.112
1990,4,2,-0.222
1990,4,3,-0.249
1990,4,4,-0.522
1990,4,5,-0.859
1990,4,6,-0.462
1990,4,7,0.232
1990,4,8,0.326
1990,4,9,0.636
1990,4,10,1.297
1990,4,11,1.889
1990,4,12,2.085
1990,4,13,2.229
1990,4,14,2.170
1990,4,15,1.841
1990,4,16,1.690
1990,4,17,1.773
1990,4,18,1.875
1990,4,19,1.809
1990,4,20,1.855
1990,4,21,1.534
1990,4,22,1.081
1990,4,23,1.023
1990,4,24,0.856
1990,4,25,0.840
1990,4,26,0.845
1990,4,27,1.203
1990,4,28,1.430
1990,4,29,0.996
1990,4,30,0.505
1990,11,1,-1.065
1990,11,2,-0.979
1990,11,3,-0.709
1990,11,4,-0.362
1990,11,5,-0.259
1990,11,6,-0.283
1990,11,7,-0.497
1990,11,8,-0.584
1990,11,9,-0.732
1990,11,10,-0.574
1990,11,11,-0.182
1990,11,12,0.073
1990,11,13,0.140
1990,11,14,0.424
1990,11,15,1.077
1990,11,16,1.347
1990,11,17,0.867
1990,11,18,0.143
1990,11,19,-0.152
1990,11,20,-0.274
1990,11,21,-0.256
1990,11,22,-0.208
1990,11,23,-0.408
1990,11,24,-0.892
1990,11,25,-0.430
1990,11,26,0.117
1990,11,27,-0.057
1990,11,28,-0.520
1990,11,29,-0.624
1990,11,30,-0.345
1990,12,1,-0.164
1990,12,2,0.177
1990,12,3,0.160
1990,12,4,0.056
1990,12,5,0.012
1990,12,6,-0.387
1990,12,7,-0.811
1990,12,8,-0.795
1990,12,9,-0.447
1990,12,10,-0.188
1990,12,11,-0.108
1990,12,12,-0.121
1990,12,13,-0.437
1990,12,14,-0.605
1990,12,15,-0.698
1990,12,16,-0.831
1990,12,17,-0.691
1990,12,18,-1.027
1990,12,19,-0.813
1990,12,20,0.004
1990,12,21,0.573
1990,12,22,0.890
1990,12,23,0.871
1990,12,24,0.861
1990,12,25,0.957
1990,12,26,1.451
1990,12,27,1.950
1990,12,28,1.924
1990,12,29,1.578
1990,12,30,1.332
1990,12,31,1.228
1991,1,1,1.512
1991,1,2,1.588
1991,1,3,1.627
1991,1,4,1.426
1991,1,5,1.340
1991,1,6,1.158
1991,1,7,0.945
1991,1,8,0.696
1991,1,9,0.452
1991,1,10,0.492
1991,1,11,0.230
1991,1,12,-0.054
1991,1,13,-0.076
1991,1,14,0.125
1991,1,15,0.195
1991,1,16,0.246
1991,1,17,0.405
1991,1,18,0.626
1991,1,19,0.773
1991,1,20,0.536
1991,1,21,0.175
1991,1,22,-0.098
1991,1,23,-0.282
1991,1,24,-0.195
1991,1,25,-0.051
1991,1,26,0.221
1991,1,27,0.147
1991,1,28,0.345
1991,1,29,0.688
1991,1,30,0.988
1991,1,31,1.216
1991,2,1,1.343
1991,2,2,1.452
1991,2,3,1.317
1991,2,4,1.240
1991,2,5,0.870
1991,2,6,0.625
1991,2,7,0.465
1991,2,8,0.354
1991,2,9,0.440
1991,2,10,0.458
1991,2,11,0.324
1991,2,12,0.188
1991,2,13,0.101
1991,2,14,0.037
1991,2,15,0.093
1991,2,16,0.144
1991,2,17,0.285
1991,2,18,0.685
1991,2,19,0.932
1991,2,20,0.956
1991,2,21,0.735
1991,2,22,0.643
1991,2,23,0.750
1991,2,24,0.801
1991,2,25,0.938
1991,2,26,1.020
1991,2,27,1.128
1991,2,28,1.030
1991,3,1,1.148
1991,3,2,0.846
1991,3,3,0.912
1991,3,4,0.900
1991,3,5,0.488
1991,3,6,0.050
1991,3,7,-0.260
1991,3,8,-0.534
1991,3,9,-0.588
1991,3,10,-0.378
1991,3,11,-0.335
1991,3,12,-0.549
1991,3,13,-0.590
1991,3,14,-0.500
1991,3,15,-0.476
1991,3,16,-0.389
1991,3,17,-0.293
1991,3,18,0.093
1991,3,19,0.397
1991,3,20,0.196
1991,3,21,0.007
1991,3,22,0.216
1991,3,23,0.547
1991,3,24,0.653
1991,3,25,0.413
1991,3,26,0.485
1991,3,27,0.284
1991,3,28,-0.183
1991,3,29,-0.604
1991,3,30,-0.399
1991,3,31,0.382
1991,4,1,0.903
1991,4,2,1.088
1991,4,3,1.408
1991,4,4,1.362
1991,4,5,1.144
1991,4,6,1.047
1991,4,7,0.834
1991,4,8,0.674
1991,4,9,0.764
1991,4,10,0.601
1991,4,11,0.600
1991,4,12,0.540
1991,4,13,0.180
1991,4,14,-0.326
1991,4,15,-0.979
1991,4,16,-1.004
1991,4,17,-0.870
1991,4,18,-0.951
1991,4,19,-0.955
1991,4,20,-0.813
1991,4,21,-0.428
1991,4,22,-0.370
1991,4,23,-0.407
1991,4,24,-0.377
1991,4,25,-0.418
1991,4,26,-0.491
1991,4,27,-0.650
1991,4,28,-0.786
1991,4,29,-1.073
1991,4,30,-1.270
1991,11,1,0.094
1991,11,2,-0.069
1991,11,3,-0.694
1991,11,4,-0.657
1991,11,5,0.056
1991,11,6,0.229
1991,11,7,-0.026
1991,11,8,-0.064
1991,11,9,0.301
1991,11,10,0.709
1991,11,11,0.694
1991,11,12,0.440
1991,11,13,0.139
1991,11,14,-0.023
1991,11,15,-0.175
1991,11,16,-0.126
1991,11,17,-0.423
1991,11,18,-0.777
1991,11,19,-0.834
1991,11,20,-0.402
1991,11,21,0.225
1991,11,22,0.615
1991,11,23,0.478
1991,11,24,0.271
1991,11,25,0.239
1991,11,26,0.714
1991,11,27,1.170
1991,11,28,1.404
1991,11,29,1.098
1991,11,30,0.718
1991,12,1,-0.481
1991,12,2,-0.503
1991,12,3,-0.906
1991,12,4,-1.516
1991,12,5,-1.153
1991,12,6,-0.218
1991,12,7,0.399
1991,12,8,0.518
1991,12,9,-0.010
1991,12,10,-0.001
1991,12,11,0.296
1991,12,12,0.374
1991,12,13,0.066
1991,12,14,0.071
1991,12,15,0.204
1991,12,16,0.373
1991,12,17,0.838
1991,12,18,1.245
1991,12,19,1.652
1991,12,20,1.667
1991,12,21,1.588
1991,12,22,1.549
1991,12,23,1.268
1991,12,24,0.649
1991,12,25,0.381
1991,12,26,0.299
1991,12,27,0.413
1991,12,28,0.642
1991,12,29,0.388
1991,12,30,0.399
1991,12,31,1.161
1992,1,1,1.439
1992,1,2,1.172
1992,1,3,0.998
1992,1,4,0.584
1992,1,5,-0.055
1992,1,6,-0.201
1992,1,7,-0.263
1992,1,8,-0.142
1992,1,9,-0.093
1992,1,10,-0.208
1992,1,11,-0.748
1992,1,12,-1.012
1992,1,13,-0.947
1992,1,14,-0.938
1992,1,15,-1.004
1992,1,16,-0.876
1992,1,17,-0.799
1992,1,18,-0.653
1992,1,19,-0.300
1992,1,20,0.052
1992,1,21,0.330
1992,1,22,0.350
1992,1,23,0.145
1992,1,24,0.333
1992,1,25,0.655
1992,1,26,0.687
1992,1,27,0.914
1992,1,28,0.699
1992,1,29,0.313
1992,1,30,0.152
1992,1,31,0.167
1992,2,1,0.205
1992,2,2,0.088
1992,2,3,-0.232
1992,2,4,-0.490
1992,2,5,-0.352
1992,2,6,-0.016
1992,2,7,0.285
1992,2,8,0.547
1992,2,9,0.731
1992,2,10,0.852
1992,2,11,0.887
1992,2,12,0.807
1992,2,13,0.827
1992,2,14,0.779
1992,2,15,0.711
1992,2,16,0.770
1992,2,17,0.853
1992,2,18,0.962
1992,2,19,1.095
1992,2,20,1.140
1992,2,21,1.203
1992,2,22,1.326
1992,2,23,1.287
1992,2,24,1.264
1992,2,25,1.333
1992,2,26,1.525
1992,2,27,1.654
1992,2,28,1.711
1992,2,29,1.614
1992,3,1,1.281
1992,3,2,0.947
1992,3,3,0.901
1992,3,4,0.795
1992,3,5,0.807
1992,3,6,0.712
1992,3,7,0.784
1992,3,8,0.825
1992,3,9,1.024
1992,3,10,1.222
1992,3,11,1.275
1992,3,12,1.062
1992,3,13,0.927
1992,3,14,0.780
1992,3,15,0.695
1992,3,16,0.838
1992,3,17,0.846
1992,3,18,0.610
1992,3,19,0.485
1992,3,20,0.501
1992,3,21,0.348
1992,3,22,0.106
1992,3,23,-0.245
1992,3,24,-0.105
1992,3,25,0.066
1992,3,26,0.066
1992,3,27,0.217
1992,3,28,0.212
1992,3,29,-0.108
1992,3,30,-0.319
1992,3,31,-0.214
1992,4,1,-0.231
1992,4,2,-0.260
1992,4,3,-0.231
1992,4,4,-0.186
1992,4,5,0.145
1992,4,6,0.380
1992,4,7,0.363
1992,4,8,0.446
1992,4,9,0.787
1992,4,10,0.965
1992,4,11,0.809
1992,4,12,0.728
1992,4,13,0.481
1992,4,14,0.375
1992,4,15,0.613
1992,4,16,1.245
1992,4,17,1.832
1992,4,18,1.860
1992,4,19,1.716
1992,4,20,1.511
1992,4,21,1.246
1992,4,22,0.962
1992,4,23,0.765
1992,4,24,0.906
1992,4,25,1.035
1992,4,26,1.275
1992,4,27,1.568
1992,4,28,1.926
1992,4,29,2.219
1992,4,30,2.091
1992,11,1,-0.276
1992,11,2,-0.308
1992,11,3,-0.340
1992,11,4,-0.026
1992,11,5,0.312
1992,11,6,0.654
1992,11,7,0.813
1992,11,8,1.262
1992,11,9,1.349
1992,11,10,1.085
1992,11,11,0.984
1992,11,12,0.825
1992,11,13,0.488
1992,11,14,0.304
1992,11,15,0.551
1992,11,16,0.623
1992,11,17,0.511
1992,11,18,0.576
1992,11,19,0.250
1992,11,20,-0.160
1992,11,21,-0.405
1992,11,22,-0.061
1992,11,23,0.332
1992,11,24,0.921
1992,11,25,1.264
1992,11,26,1.486
1992,11,27,1.649
1992,11,28,1.643
1992,11,29,1.248
1992,11,30,1.119
1992,12,1,0.787
1992,12,2,0.575
1992,12,3,0.406
1992,12,4,0.249
1992,12,5,0.319
1992,12,6,0.315
1992,12,7,0.088
1992,12,8,0.285
1992,12,9,0.348
1992,12,10,0.288
1992,12,11,0.485
1992,12,12,0.573
1992,12,13,0.476
1992,12,14,0.532
1992,12,15,0.453
1992,12,16,0.203
1992,12,17,0.181
1992,12,18,0.122
1992,12,19,0.302
1992,12,20,0.526
1992,12,21,0.392
1992,12,22,0.087
1992,12,23,-0.028
1992,12,24,-0.181
1992,12,25,-0.501
1992,12,26,-0.731
1992,12,27,-0.604
1992,12,28,-0.289
1992,12,29,0.002
1992,12,30,0.345
1992,12,31,0.531
1993,1,1,0.833
1993,1,2,0.583
1993,1,3,0.397
1993,1,4,1.024
1993,1,5,1.524
1993,1,6,1.659
1993,1,7,1.613
1993,1,8,1.600
1993,1,9,1.701
1993,1,10,1.759
1993,1,11,1.597
1993,1,12,1.129
1993,1,13,0.721
1993,1,14,0.516
1993,1,15,0.387
1993,1,16,0.471
1993,1,17,0.690
1993,1,18,0.757
1993,1,19,0.690
1993,1,20,0.600
1993,1,21,0.579
1993,1,22,0.596
1993,1,23,0.455
1993,1,24,0.405
1993,1,25,0.107
1993,1,26,0.091
1993,1,27,0.265
1993,1,28,0.355
1993,1,29,0.653
1993,1,30,1.072
1993,1,31,1.137
1993,2,1,1.097
1993,2,2,1.353
1993,2,3,1.344
1993,2,4,0.930
1993,2,5,0.542
1993,2,6,0.288
1993,2,7,0.255
1993,2,8,0.111
1993,2,9,0.129
1993,2,10,0.373
1993,2,11,0.633
1993,2,12,0.976
1993,2,13,1.128
1993,2,14,0.873
1993,2,15,0.591
1993,2,16,0.483
1993,2,17,0.609
1993,2,18,0.661
1993,2,19,0.446
1993,2,20,0.029
1993,2,21,-0.136
1993,2,22,0.188
1993,2,23,0.562
1993,2,24,0.549
1993,2,25,0.329
1993,2,26,0.056
1993,2,27,-0.020
1993,2,28,0.109
1993,3,1,0.140
1993,3,2,-0.030
1993,3,3,-0.112
1993,3,4,-0.145
1993,3,5,-0.075
1993,3,6,-0.089
1993,3,7,0.142
1993,3,8,0.165
