"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2000-11-01",,,,,"0.00","0.0","3.0",,"38","33"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2000-11-02",,,,,"0.00","0.0",,,"45","30"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2000-11-03",,,,,"0.00","0.0",,,"56","26"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2000-11-04",,,,,"0.00","0.0",,,"56","26"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2000-11-05",,,,,"0.00","0.0","0.0",,"53","28"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2000-11-06",,,,,"0.09","0.2","0.0",,"42","32"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2000-11-07",,,,,"0.06","0.0","0.0",,"39","32"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2000-11-08",,,,,"0.02","0.0","0.0",,"44","39"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2000-11-09",,,,,"0.03","0.0","0.0",,"46","39"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2000-11-10",,,,,"0.00","0.0","0.0",,"44","36"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2000-11-11",,,,,"0.18","0.0","0.0",,"40","36"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2000-11-12",,,,,"0.00","0.0","0.0",,"46","37"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2000-11-13",,,,,"0.00","0.0","0.0",,"39","37"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2000-11-14",,,,,"0.00","0.0","0.0",,"44","36"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2000-11-15",,,,,"1.05","0.3","0.0",,"42","32"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2000-11-16",,,,,"0.05","0.0","0.0",,"37","33"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2000-11-17",,,,,"0.00","0.0","0.0",,"36","32"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2000-11-18",,,,,"0.03","0.5",,,"41","25"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2000-11-19",,,,,"0.00","0.0",,,"30","19"
"USC00170814","BRASSUA DAM, ME US","45.6602","-69.8119","325.8","2000-11-20",,,,,"0.00","0.0",,,"35","20"
