"SITE_ID","SITE_NAME","MOVED_TO_SITE_ID","DATE","DEPTH","WATER","DENSITY","LATITUDE","LONGITUDE","NA","NA","NA","NA","NA","NA","NA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1006,"MILO",NA,"2008-14-04",18.8,5.9,0.31,45.2834,-69.015488,1006,"MILO",NA,"2008-14-04",18.8,5.9,0.31
1008,"AUGUSTA",NA,"2008-14-04",0.3,0.1,0.33,44.289992,-69.707787,1008,"AUGUSTA",NA,"2008-14-04",0.3,0.1,0.33
1013,"MOOSEHEAD (KWP)",NA,"2008-14-04",25.7,8.3,0.32,45.583831,-69.725289,1013,"MOOSEHEAD (KWP)",NA,"2008-14-04",25.7,8.3,0.32
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028,"AZISCOHOS/AZISCOHOS DAM (UWP)",NA,"2008-14-04",33,10.1,0.31,44.945659,-70.997712,1028,"AZISCOHOS/AZISCOHOS DAM (UWP)",NA,"2008-14-04",33,10.1,0.31
1030,"MIDDLE DAM (UWP)",NA,"2008-14-04",25,7.8,0.31,44.778711,-70.923104,1030,"MIDDLE DAM (UWP)",NA,"2008-14-04",25,7.8,0.31
1031,"UPPER DAM (UWP)",NA,"2008-14-04",22.75,8.8,0.39,44.883761,-70.862954,1031,"UPPER DAM (UWP)",NA,"2008-14-04",22.75,8.8,0.39
1045,"BETHEL",NA,"2008-14-04",17.2,7.1,0.41,44.414178,-70.837891,1045,"BETHEL",NA,"2008-14-04",17.2,7.1,0.41
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1047,"BRASSUA (KWP)",NA,"2008-14-04",26.2,9.6,0.37,45.656509,-69.8107,1047,"BRASSUA (KWP)",NA,"2008-14-04",26.2,9.6,0.37
1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,"2008-14-04",23.5,8.3,0.35,45.465157,-69.628472,1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,"2008-14-04",23.5,8.3,0.35
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,"BRIDGTON",NA,"2008-14-04",18.1,5.9,0.33,44.055011,-70.721314,1072,"BRIDGTON",NA,"2008-14-04",18.1,5.9,0.33
1093,"SEARSMONT",NA,"2008-14-04",0.3,0.1,0.33,44.403479,-69.227463,1093,"SEARSMONT",NA,"2008-14-04",0.3,0.1,0.33
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,"LINCOLN",NA,"2008-14-04",13.4,4.7,0.35,45.380429,-68.449478,1132,"LINCOLN",NA,"2008-14-04",13.4,4.7,0.35
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384,"BARNARD PLT. (NWS)",NA,"2008-14-04",19.2,6.4,0.33,45.308199,-69.125267,1384,"BARNARD PLT. (NWS)",NA,"2008-14-04",19.2,6.4,0.33
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1516,"HARTFORD (NWS)",NA,"2008-14-04",12.75,4.84,0.38,44.374233,-70.317223,1516,"HARTFORD (NWS)",NA,"2008-14-04",12.75,4.84,0.38
1520,"CARIBOU (B) (MEDICAL CENTER)",NA,"2008-14-04",28.8,10.98,0.38,46.875671,-68.001888,1520,"CARIBOU (B) (MEDICAL CENTER)",NA,"2008-14-04",28.8,10.98,0.38
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1022,"FORT KENT",NA,"2008-15-04",31.4,11.13,0.35,47.236798,-68.581322,1022,"FORT KENT",NA,"2008-15-04",31.4,11.13,0.35
1036,"JACKMAN/JACKMAN STATION (KWP)",1560,"2008-15-04",26.2,8.5,0.32,45.61838,-70.24965,1036,"JACKMAN/JACKMAN STATION (KWP)",1560,"2008-15-04",26.2,8.5,0.32
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1083,"SEBAGO",NA,"2008-15-04",5.2,2.05,0.39,43.760723,-70.517182,1083,"SEBAGO",NA,"2008-15-04",5.2,2.05,0.39
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157,"MILLINOCKET (GNP)",NA,"2008-15-04",23.8,8,0.34,45.641869,-68.713928,1157,"MILLINOCKET (GNP)",NA,"2008-15-04",23.8,8,0.34
1170,"TOPSHAM",NA,"2008-15-04",0,0,0,44.002648,-69.947373,1170,"TOPSHAM",NA,"2008-15-04",0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,"FALMOUTH",NA,"2008-15-04",0,0,0,43.73443,-70.25737,1183,"FALMOUTH",NA,"2008-15-04",0,0,0
1192,"NEWFIELD",NA,"2008-15-04",5.48,2.1,0.38,43.63057,-70.898629,1192,"NEWFIELD",NA,"2008-15-04",5.48,2.1,0.38
1206,"CLAYTON LAKE",NA,"2008-15-04",31.7,9.4,0.3,46.603629,-69.51931,1206,"CLAYTON LAKE",NA,"2008-15-04",31.7,9.4,0.3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,"FROST POND/RIPOGENOUS DAM (GNP)",NA,"2008-15-04",27.7,9.5,0.34,45.910439,-69.185211,1283,"FROST POND/RIPOGENOUS DAM (GNP)",NA,"2008-15-04",27.7,9.5,0.34
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1324,"SOUTH BERWICK",NA,"2008-15-04",0,0,0,43.209067,-70.786553,1324,"SOUTH BERWICK",NA,"2008-15-04",0,0,0
1327,"WESLEY",NA,"2008-15-04",0.3,0.1,0.33,44.97594,-67.645408,1327,"WESLEY",NA,"2008-15-04",0.3,0.1,0.33
1374,"SPEDNIK (GP) (AVERAGE)",NA,"2008-15-04",13.85,3.85,0.28,45.57001,-67.43,1374,"SPEDNIK (GP) (AVERAGE)",NA,"2008-15-04",13.85,3.85,0.28
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1490,"SACO (TANNERY SITE)",NA,"2008-15-04",0,0,0,43.533307,-70.484398,1490,"SACO (TANNERY SITE)",NA,"2008-15-04",0,0,0
1492,"GREELEY'S LANDING (NWS)",NA,"2008-15-04",22,7.2,0.33,45.25001,-69.23333,1492,"GREELEY'S LANDING (NWS)",NA,"2008-15-04",22,7.2,0.33
1494,"DURHAM (NWS)",NA,"2008-15-04",0.3,0.1,0.33,43.983343,-70.050003,1494,"DURHAM (NWS)",NA,"2008-15-04",0.3,0.1,0.33
1509,"GRAY (NWS)",NA,"2008-15-04",0,0,0,43.883339,-70.25,1509,"GRAY (NWS)",NA,"2008-15-04",0,0,0
1510,"HOLLIS (NWS)",NA,"2008-15-04",6.72,2.72,0.41,43.650009,-70.669999,1510,"HOLLIS (NWS)",NA,"2008-15-04",6.72,2.72,0.41
1521,"CHURCHILL DAM (NWS)",NA,"2008-15-04",36.7,13.8,0.38,46.492509,-69.2864,1521,"CHURCHILL DAM (NWS)",NA,"2008-15-04",36.7,13.8,0.38
1522,"CHAMBERLAIN BRIDGE (NWS)",NA,"2008-15-04",30,10,0.33,46.170307,-69.208298,1522,"CHAMBERLAIN BRIDGE (NWS)",NA,"2008-15-04",30,10,0.33
1527,"NORTH SEBAGO (NWS)",NA,"2008-15-04",7.2,2.79,0.39,43.87911,-70.632699,1527,"NORTH SEBAGO (NWS)",NA,"2008-15-04",7.2,2.79,0.39
1545,"PORTGAGE AT HATHAWAY ROAD",NA,"2008-15-04",34.1,9.7,0.28,46.808309,-68.495796,1545,"PORTGAGE AT HATHAWAY ROAD",NA,"2008-15-04",34.1,9.7,0.28
1557,"SOUTH LEBANON (B)",NA,"2008-15-04",0,0,0,43.286398,-70.89917,1557,"SOUTH LEBANON (B)",NA,"2008-15-04",0,0,0
1558,"SOUTH BERWICK (B)",NA,"2008-15-04",0,0,0,43.19255,-70.748564,1558,"SOUTH BERWICK (B)",NA,"2008-15-04",0,0,0
1559,"TOPSFIELD (B)",NA,"2008-15-04",6.1,1.5,0.25,45.435011,-67.721001,1559,"TOPSFIELD (B)",NA,"2008-15-04",6.1,1.5,0.25
1561,"JACKMAN (B)",NA,"2008-15-04",26.2,8.5,0.32,45.612408,-70.234299,1561,"JACKMAN (B)",NA,"2008-15-04",26.2,8.5,0.32
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1522,"CHAMBERLAIN BRIDGE (NWS)",NA,"2008-20-04",17,6.9,0.41,46.170307,-69.208298,1522,"CHAMBERLAIN BRIDGE (NWS)",NA,"2008-20-04",17,6.9,0.41
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013,"MOOSEHEAD (KWP)",NA,"2008-21-04",11.3,4.4,0.39,45.583831,-69.725289,1013,"MOOSEHEAD (KWP)",NA,"2008-21-04",11.3,4.4,0.39
1022,"FORT KENT",NA,"2008-21-04",19.15,7.41,0.39,47.236798,-68.581322,1022,"FORT KENT",NA,"2008-21-04",19.15,7.41,0.39
1028,"AZISCOHOS/AZISCOHOS DAM (UWP)",NA,"2008-21-04",21,7,0.33,44.945659,-70.997712,1028,"AZISCOHOS/AZISCOHOS DAM (UWP)",NA,"2008-21-04",21,7,0.33
1030,"MIDDLE DAM (UWP)",NA,"2008-21-04",14,5,0.36,44.778711,-70.923104,1030,"MIDDLE DAM (UWP)",NA,"2008-21-04",14,5,0.36
1031,"UPPER DAM (UWP)",NA,"2008-21-04",13.25,5.2,0.39,44.883761,-70.862954,1031,"UPPER DAM (UWP)",NA,"2008-21-04",13.25,5.2,0.39
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1047,"BRASSUA (KWP)",NA,"2008-21-04",12,5,0.42,45.656509,-69.8107,1047,"BRASSUA (KWP)",NA,"2008-21-04",12,5,0.42
1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,"2008-21-04",10.9,4.7,0.43,45.465157,-69.628472,1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,"2008-21-04",10.9,4.7,0.43
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1287,"FLAGSTAFF/FLAGSTAFF DAM (KWP)",NA,"2008-21-04",11.1,3.9,0.35,45.224398,-70.192124,1287,"FLAGSTAFF/FLAGSTAFF DAM (KWP)",NA,"2008-21-04",11.1,3.9,0.35
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1374,"SPEDNIK (GP) (AVERAGE)",NA,"2008-21-04",0.3,0.1,0.33,45.57001,-67.43,1374,"SPEDNIK (GP) (AVERAGE)",NA,"2008-21-04",0.3,0.1,0.33
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384,"BARNARD PLT. (NWS)",NA,"2008-21-04",0.3,0.1,0.33,45.308199,-69.125267,1384,"BARNARD PLT. (NWS)",NA,"2008-21-04",0.3,0.1,0.33
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1492,"GREELEY'S LANDING (NWS)",NA,"2008-21-04",11,4.2,0.38,45.25001,-69.23333,1492,"GREELEY'S LANDING (NWS)",NA,"2008-21-04",11,4.2,0.38
1520,"CARIBOU (B) (MEDICAL CENTER)",NA,"2008-21-04",15.85,6.11,0.39,46.875671,-68.001888,1520,"CARIBOU (B) (MEDICAL CENTER)",NA,"2008-21-04",15.85,6.11,0.39
1560,"JACKMAN STATION (KWP)",1561,"2008-21-04",9.5,4.3,0.45,45.60571,-70.249703,1560,"JACKMAN STATION (KWP)",1561,"2008-21-04",9.5,4.3,0.45
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1006,"MILO",NA,"2008-22-04",0.3,0.1,0.33,45.2834,-69.015488,1006,"MILO",NA,"2008-22-04",0.3,0.1,0.33
1008,"AUGUSTA",NA,"2008-22-04",0,0,0,44.289992,-69.707787,1008,"AUGUSTA",NA,"2008-22-04",0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1036,"JACKMAN/JACKMAN STATION (KWP)",1560,"2008-22-04",12.7,3.8,0.3,45.61838,-70.24965,1036,"JACKMAN/JACKMAN STATION (KWP)",1560,"2008-22-04",12.7,3.8,0.3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045,"BETHEL",NA,"2008-22-04",0.3,0.1,0.33,44.414178,-70.837891,1045,"BETHEL",NA,"2008-22-04",0.3,0.1,0.33
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,"BRIDGTON",NA,"2008-22-04",0.3,0.1,0.33,44.055011,-70.721314,1072,"BRIDGTON",NA,"2008-22-04",0.3,0.1,0.33
1083,"SEBAGO",NA,"2008-22-04",0,0,0,43.760723,-70.517182,1083,"SEBAGO",NA,"2008-22-04",0,0,0
1093,"SEARSMONT",NA,"2008-22-04",0,0,0,44.403479,-69.227463,1093,"SEARSMONT",NA,"2008-22-04",0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,"LINCOLN",NA,"2008-22-04",0,0,0,45.380429,-68.449478,1132,"LINCOLN",NA,"2008-22-04",0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,"TOPSHAM",NA,"2008-22-04",0,0,0,44.002648,-69.947373,1170,"TOPSHAM",NA,"2008-22-04",0,0,0
1183,"FALMOUTH",NA,"2008-22-04",0,0,0,43.73443,-70.25737,1183,"FALMOUTH",NA,"2008-22-04",0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,"NEWFIELD",NA,"2008-22-04",0,0,0,43.63057,-70.898629,1192,"NEWFIELD",NA,"2008-22-04",0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1324,"SOUTH BERWICK",NA,"2008-22-04",0,0,0,43.209067,-70.786553,1324,"SOUTH BERWICK",NA,"2008-22-04",0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327,"WESLEY",NA,"2008-22-04",0,0,0,44.97594,-67.645408,1327,"WESLEY",NA,"2008-22-04",0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1490,"SACO (TANNERY SITE)",NA,"2008-22-04",0,0,0,43.533307,-70.484398,1490,"SACO (TANNERY SITE)",NA,"2008-22-04",0,0,0
1494,"DURHAM (NWS)",NA,"2008-22-04",0,0,0,43.983343,-70.050003,1494,"DURHAM (NWS)",NA,"2008-22-04",0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1509,"GRAY (NWS)",NA,"2008-22-04",0,0,0,43.883339,-70.25,1509,"GRAY (NWS)",NA,"2008-22-04",0,0,0
1510,"HOLLIS (NWS)",NA,"2008-22-04",0,0,0,43.650009,-70.669999,1510,"HOLLIS (NWS)",NA,"2008-22-04",0,0,0
1516,"HARTFORD (NWS)",NA,"2008-22-04",0,0,0,44.374233,-70.317223,1516,"HARTFORD (NWS)",NA,"2008-22-04",0,0,0
1521,"CHURCHILL DAM (NWS)",NA,"2008-22-04",25.6,10.1,0.4,46.492509,-69.2864,1521,"CHURCHILL DAM (NWS)",NA,"2008-22-04",25.6,10.1,0.4
1527,"NORTH SEBAGO (NWS)",NA,"2008-22-04",0,0,0,43.87911,-70.632699,1527,"NORTH SEBAGO (NWS)",NA,"2008-22-04",0,0,0
1545,"PORTGAGE AT HATHAWAY ROAD",NA,"2008-22-04",21,7.7,0.37,46.808309,-68.495796,1545,"PORTGAGE AT HATHAWAY ROAD",NA,"2008-22-04",21,7.7,0.37
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1557,"SOUTH LEBANON (B)",NA,"2008-22-04",0,0,0,43.286398,-70.89917,1557,"SOUTH LEBANON (B)",NA,"2008-22-04",0,0,0
1558,"SOUTH BERWICK (B)",NA,"2008-22-04",0,0,0,43.19255,-70.748564,1558,"SOUTH BERWICK (B)",NA,"2008-22-04",0,0,0
1559,"TOPSFIELD (B)",NA,"2008-22-04",0,0,0,45.435011,-67.721001,1559,"TOPSFIELD (B)",NA,"2008-22-04",0,0,0
1561,"JACKMAN (B)",NA,"2008-22-04",12.7,3.8,0.3,45.612408,-70.234299,1561,"JACKMAN (B)",NA,"2008-22-04",12.7,3.8,0.3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013,"MOOSEHEAD (KWP)",NA,"2008-28-04",0,0,0,45.583831,-69.725289,1013,"MOOSEHEAD (KWP)",NA,"2008-28-04",0,0,0
1022,"FORT KENT",NA,"2008-28-04",8.3,3.49,0.42,47.236798,-68.581322,1022,"FORT KENT",NA,"2008-28-04",8.3,3.49,0.42
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1047,"BRASSUA (KWP)",NA,"2008-28-04",0,0,0,45.656509,-69.8107,1047,"BRASSUA (KWP)",NA,"2008-28-04",0,0,0
1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,"2008-28-04",0,0,0,45.465157,-69.628472,1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,"2008-28-04",0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
