"SITE_ID","SITE_NAME","MOVED_TO_SITE_ID","DATE","DEPTH","WATER","DENSITY","LATITUDE","LONGITUDE","NA","NA","NA","NA","NA","NA","NA"
1093,"SEARSMONT",NA,"1993-30-03",15.6,5.7,0.36,44.403479,-69.227463,1093,"SEARSMONT",NA,"1993-30-03",15.6,5.7,0.36
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,"GRAY (SAPPI)",NA,"1993-30-03",15.4,5.7,0.37,43.900019,-70.325791,1120,"GRAY (SAPPI)",NA,"1993-30-03",15.4,5.7,0.37
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1136,"AUBURN",NA,"1993-30-03",-99.99,5.9,0,44.060078,-70.275323,1136,"AUBURN",NA,"1993-30-03",-99.99,5.9,0
1140,"GRAND LAKE STREAM",NA,"1993-30-03",12.6,4.2,0.33,45.17344,-67.76683,1140,"GRAND LAKE STREAM",NA,"1993-30-03",12.6,4.2,0.33
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1173,"SOUTH LIMINGTON",NA,"1993-30-03",14,5.5,0.39,43.691609,-70.673859,1173,"SOUTH LIMINGTON",NA,"1993-30-03",14,5.5,0.39
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,"TELOS (BH)",NA,"1993-30-03",14.5,4.2,0.29,46.14337,-69.124108,1197,"TELOS (BH)",NA,"1993-30-03",14.5,4.2,0.29
1206,"CLAYTON LAKE",NA,"1993-30-03",19.9,3.8,0.19,46.603629,-69.51931,1206,"CLAYTON LAKE",NA,"1993-30-03",19.9,3.8,0.19
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1287,"FLAGSTAFF/FLAGSTAFF DAM (KWP)",NA,"1993-30-03",21.5,6.2,0.29,45.224398,-70.192124,1287,"FLAGSTAFF/FLAGSTAFF DAM (KWP)",NA,"1993-30-03",21.5,6.2,0.29
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1326,"WALTHAM",NA,"1993-30-03",10.6,3.4,0.32,44.7017,-68.344361,1326,"WALTHAM",NA,"1993-30-03",10.6,3.4,0.32
1327,"WESLEY",NA,"1993-30-03",12.8,4,0.31,44.97594,-67.645408,1327,"WESLEY",NA,"1993-30-03",12.8,4,0.31
1339,"GRAND RIVER (N.B.)",NA,"1993-30-03",16,6.7,0.42,47.200011,-67.949997,1339,"GRAND RIVER (N.B.)",NA,"1993-30-03",16,6.7,0.42
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1005,"LOWELL",NA,"1993-31-03",13.3,5,0.38,45.1941,-68.471131,1005,"LOWELL",NA,"1993-31-03",13.3,5,0.38
1006,"MILO",NA,"1993-31-03",14.2,5.7,0.4,45.2834,-69.015488,1006,"MILO",NA,"1993-31-03",14.2,5.7,0.4
1036,"JACKMAN/JACKMAN STATION (KWP)",1560,"1993-31-03",22,7.4,0.34,45.61838,-70.24965,1036,"JACKMAN/JACKMAN STATION (KWP)",1560,"1993-31-03",22,7.4,0.34
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1047,"BRASSUA (KWP)",NA,"1993-31-03",17.7,5.7,0.32,45.656509,-69.8107,1047,"BRASSUA (KWP)",NA,"1993-31-03",17.7,5.7,0.32
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,"LINCOLN",NA,"1993-31-03",12.3,5.1,0.41,45.380429,-68.449478,1132,"LINCOLN",NA,"1993-31-03",12.3,5.1,0.41
1154,"TOPSFIELD",1559,"1993-31-03",8.1,3.9,0.48,45.439769,-67.74166,1154,"TOPSFIELD",1559,"1993-31-03",8.1,3.9,0.48
1157,"MILLINOCKET (GNP)",NA,"1993-31-03",14,6.3,0.45,45.641869,-68.713928,1157,"MILLINOCKET (GNP)",NA,"1993-31-03",14,6.3,0.45
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,"FROST POND/RIPOGENOUS DAM (GNP)",NA,"1993-31-03",14.7,6.8,0.46,45.910439,-69.185211,1283,"FROST POND/RIPOGENOUS DAM (GNP)",NA,"1993-31-03",14.7,6.8,0.46
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335,"SQUA PAN (C) (MPSC)",NA,"1993-31-03",20.6,5.6,0.27,46.549984,-68.320219,1335,"SQUA PAN (C) (MPSC)",NA,"1993-31-03",20.6,5.6,0.27
1336,"SQUA PAN (D) (MPSC)",NA,"1993-31-03",12.5,3.8,0.3,46.549984,-68.320219,1336,"SQUA PAN (D) (MPSC)",NA,"1993-31-03",12.5,3.8,0.3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393,"CLAIR (N.B.)",NA,"1993-31-03",20.6,4.8,0.23,47.270011,-68.620003,1393,"CLAIR (N.B.)",NA,"1993-31-03",20.6,4.8,0.23
1487,"SQUA PAN (MPSC) (AVERAGE)",NA,"1993-31-03",16.5,4.7,0.28,46.549984,-68.320219,1487,"SQUA PAN (MPSC) (AVERAGE)",NA,"1993-31-03",16.5,4.7,0.28
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335,"SQUA PAN (C) (MPSC)",NA,"1994-17-01",16.8,2.3,0.14,46.549984,-68.320219,1335,"SQUA PAN (C) (MPSC)",NA,"1994-17-01",16.8,2.3,0.14
1336,"SQUA PAN (D) (MPSC)",NA,"1994-17-01",15,1.9,0.13,46.549984,-68.320219,1336,"SQUA PAN (D) (MPSC)",NA,"1994-17-01",15,1.9,0.13
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1490,"SACO (TANNERY SITE)",NA,"1994-24-01",17.3,1.8,0.1,43.533307,-70.484398,1490,"SACO (TANNERY SITE)",NA,"1994-24-01",17.3,1.8,0.1
1013,"MOOSEHEAD (KWP)",NA,"1994-31-01",21.2,3.8,0.18,45.583831,-69.725289,1013,"MOOSEHEAD (KWP)",NA,"1994-31-01",21.2,3.8,0.18
1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,"1994-31-01",26.2,5.3,0.2,45.465157,-69.628472,1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,"1994-31-01",26.2,5.3,0.2
1287,"FLAGSTAFF/FLAGSTAFF DAM (KWP)",NA,"1994-31-01",21.9,4.4,0.2,45.224398,-70.192124,1287,"FLAGSTAFF/FLAGSTAFF DAM (KWP)",NA,"1994-31-01",21.9,4.4,0.2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335,"SQUA PAN (C) (MPSC)",NA,"1994-31-01",27,4.6,0.17,46.549984,-68.320219,1335,"SQUA PAN (C) (MPSC)",NA,"1994-31-01",27,4.6,0.17
1336,"SQUA PAN (D) (MPSC)",NA,"1994-31-01",21.5,3.8,0.18,46.549984,-68.320219,1336,"SQUA PAN (D) (MPSC)",NA,"1994-31-01",21.5,3.8,0.18
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1036,"JACKMAN/JACKMAN STATION (KWP)",1560,"1994-01-02",28.1,6.1,0.22,45.61838,-70.24965,1036,"JACKMAN/JACKMAN STATION (KWP)",1560,"1994-01-02",28.1,6.1,0.22
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1047,"BRASSUA (KWP)",NA,"1994-01-02",24.5,4.7,0.19,45.656509,-69.8107,1047,"BRASSUA (KWP)",NA,"1994-01-02",24.5,4.7,0.19
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,"CLAYTON LAKE",NA,"1994-03-02",23,4.3,0.19,46.603629,-69.51931,1206,"CLAYTON LAKE",NA,"1994-03-02",23,4.3,0.19
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013,"MOOSEHEAD (KWP)",NA,"1994-14-02",23.5,4.1,0.17,45.583831,-69.725289,1013,"MOOSEHEAD (KWP)",NA,"1994-14-02",23.5,4.1,0.17
1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,"1994-14-02",29.5,5.8,0.2,45.465157,-69.628472,1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,"1994-14-02",29.5,5.8,0.2
1287,"FLAGSTAFF/FLAGSTAFF DAM (KWP)",NA,"1994-14-02",23.7,3.7,0.16,45.224398,-70.192124,1287,"FLAGSTAFF/FLAGSTAFF DAM (KWP)",NA,"1994-14-02",23.7,3.7,0.16
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1036,"JACKMAN/JACKMAN STATION (KWP)",1560,"1994-15-02",32,6.8,0.21,45.61838,-70.24965,1036,"JACKMAN/JACKMAN STATION (KWP)",1560,"1994-15-02",32,6.8,0.21
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1047,"BRASSUA (KWP)",NA,"1994-15-02",28.2,5,0.18,45.656509,-69.8107,1047,"BRASSUA (KWP)",NA,"1994-15-02",28.2,5,0.18
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335,"SQUA PAN (C) (MPSC)",NA,"1994-15-02",32.6,4.8,0.15,46.549984,-68.320219,1335,"SQUA PAN (C) (MPSC)",NA,"1994-15-02",32.6,4.8,0.15
1336,"SQUA PAN (D) (MPSC)",NA,"1994-15-02",27.5,3.9,0.14,46.549984,-68.320219,1336,"SQUA PAN (D) (MPSC)",NA,"1994-15-02",27.5,3.9,0.14
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1136,"AUBURN",NA,"1994-27-02",19.9,5.6,0.28,44.060078,-70.275323,1136,"AUBURN",NA,"1994-27-02",19.9,5.6,0.28
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1005,"LOWELL",NA,"1994-28-02",16.3,5.1,0.31,45.1941,-68.471131,1005,"LOWELL",NA,"1994-28-02",16.3,5.1,0.31
1008,"AUGUSTA",NA,"1994-28-02",16,3.95,0.25,44.289992,-69.707787,1008,"AUGUSTA",NA,"1994-28-02",16,3.95,0.25
1013,"MOOSEHEAD (KWP)",NA,"1994-28-02",15.4,4,0.26,45.583831,-69.725289,1013,"MOOSEHEAD (KWP)",NA,"1994-28-02",15.4,4,0.26
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028,"AZISCOHOS/AZISCOHOS DAM (UWP)",NA,"1994-28-02",27,7.1,0.26,44.945659,-70.997712,1028,"AZISCOHOS/AZISCOHOS DAM (UWP)",NA,"1994-28-02",27,7.1,0.26
1030,"MIDDLE DAM (UWP)",NA,"1994-28-02",22,6,0.27,44.778711,-70.923104,1030,"MIDDLE DAM (UWP)",NA,"1994-28-02",22,6,0.27
1031,"UPPER DAM (UWP)",NA,"1994-28-02",23,5.5,0.24,44.883761,-70.862954,1031,"UPPER DAM (UWP)",NA,"1994-28-02",23,5.5,0.24
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,"1994-28-02",21.4,6.2,0.29,45.465157,-69.628472,1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,"1994-28-02",21.4,6.2,0.29
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,"BRIDGTON",NA,"1994-28-02",23,5.7,0.25,44.055011,-70.721314,1072,"BRIDGTON",NA,"1994-28-02",23,5.7,0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,"MANCHESTER",NA,"1994-28-02",20.4,4.8,0.23,44.349969,-69.884324,1118,"MANCHESTER",NA,"1994-28-02",20.4,4.8,0.23
1120,"GRAY (SAPPI)",NA,"1994-28-02",17,5.1,0.3,43.900019,-70.325791,1120,"GRAY (SAPPI)",NA,"1994-28-02",17,5.1,0.3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,"LINCOLN",NA,"1994-28-02",16.4,5,0.3,45.380429,-68.449478,1132,"LINCOLN",NA,"1994-28-02",16.4,5,0.3
1154,"TOPSFIELD",1559,"1994-28-02",9.6,3.1,0.32,45.439769,-67.74166,1154,"TOPSFIELD",1559,"1994-28-02",9.6,3.1,0.32
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,"TOPSHAM",NA,"1994-28-02",15,4.6,0.31,44.002648,-69.947373,1170,"TOPSHAM",NA,"1994-28-02",15,4.6,0.31
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1173,"SOUTH LIMINGTON",NA,"1994-28-02",17,5.6,0.33,43.691609,-70.673859,1173,"SOUTH LIMINGTON",NA,"1994-28-02",17,5.6,0.33
1183,"FALMOUTH",NA,"1994-28-02",13.6,4.8,0.35,43.73443,-70.25737,1183,"FALMOUTH",NA,"1994-28-02",13.6,4.8,0.35
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,"NEWFIELD",NA,"1994-28-02",18.8,6.1,0.32,43.63057,-70.898629,1192,"NEWFIELD",NA,"1994-28-02",18.8,6.1,0.32
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1229,"CANTON (UWP)",NA,"1994-28-02",23,4.6,0.2,44.439821,-70.310349,1229,"CANTON (UWP)",NA,"1994-28-02",23,4.6,0.2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1287,"FLAGSTAFF/FLAGSTAFF DAM (KWP)",NA,"1994-28-02",20.8,5.4,0.26,45.224398,-70.192124,1287,"FLAGSTAFF/FLAGSTAFF DAM (KWP)",NA,"1994-28-02",20.8,5.4,0.26
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1324,"SOUTH BERWICK",NA,"1994-28-02",14.6,4.6,0.32,43.209067,-70.786553,1324,"SOUTH BERWICK",NA,"1994-28-02",14.6,4.6,0.32
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335,"SQUA PAN (C) (MPSC)",NA,"1994-28-02",29,5.9,0.2,46.549984,-68.320219,1335,"SQUA PAN (C) (MPSC)",NA,"1994-28-02",29,5.9,0.2
1336,"SQUA PAN (D) (MPSC)",NA,"1994-28-02",22.1,5.3,0.24,46.549984,-68.320219,1336,"SQUA PAN (D) (MPSC)",NA,"1994-28-02",22.1,5.3,0.24
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1374,"SPEDNIK (GP) (AVERAGE)",NA,"1994-28-02",8.9,3.8,0.43,45.57001,-67.43,1374,"SPEDNIK (GP) (AVERAGE)",NA,"1994-28-02",8.9,3.8,0.43
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
